SPECTRUM - MS,
1081.RAW,
FTMS + p ESI Full ms [50.00-1000.00],
Scan #: 1-39,
RT: 0.01-1.96,
AV: 39,
m/z,Intensity

50.0081,68.4
50.0257,31.2
50.0262,28.2
50.068,29.5
50.0707,25
50.0836,31.6
50.0838,28.9
50.0875,48.9
50.1199,38.5
50.1209,26.5
50.1427,100.3
50.1457,519.6
50.1559,65.1
50.1692,40.6
50.179,28
50.1891,509.1
50.1959,189
50.2083,118.2
50.212,721.3
50.2298,36.3
50.2512,65.3
50.2564,44.7
50.2827,28.9
50.2994,26.2
50.3249,639.4
50.3287,28
50.3325,279.7
50.3384,74.1
50.3481,36.9
50.3634,29.6
50.3637,184.5
50.3677,755.3
50.3743,36.6
50.3783,257.5
50.3831,26.5
50.402,122.1
50.4032,49.7
50.4074,25.1
50.4102,61.5
50.4264,29.6
50.4273,65.2
50.4303,90.9
50.4407,49.4
50.4626,128.4
50.4689,29.7
50.4778,106.4
50.4793,54.3
50.4799,80.1
50.5019,33
50.5139,95.9
50.5187,454.5
50.532,76.1
50.5653,56.1
50.5789,30.9
50.5855,32.3
50.6048,112.5
50.606,566
50.6069,32
50.607,31.6
50.6071,49
50.6107,165.5
50.6381,35.1
50.6422,577.6
50.6589,17.4
50.6658,35.1
50.6776,42.3
50.6846,224.7
50.7206,15.9
50.724,43.2
50.7249,34.2
50.7254,109.1
50.7325,774.9
50.7368,98.1
50.7503,36.2
50.7702,102
50.7715,227.3
50.772,105
50.7819,30.2
50.7941,225.4
50.8089,44.1
50.8109,27
50.8149,34.9
50.821,463.4
50.8325,197.3
50.8389,187
50.8405,31.9
50.8419,131.2
50.8435,60.6
50.8458,18.9
50.8472,30
50.9036,28.3
50.9127,166.8
50.9259,33.7
50.9339,56
50.9356,47.7
50.9363,717.6
50.9406,25.6
50.9493,35.2
50.9499,30.7
50.9533,40.1
51.0013,33.4
51.01,32.8
51.0154,31.5
51.0369,661.2
51.0616,62.6
51.0668,828.7
51.0713,59.6
51.0792,32.6
51.0871,25.7
51.0988,151.9
51.105,42.7
51.1061,44.9
51.1078,182.9
51.1187,33
51.1369,172
51.1688,43.4
51.201,29.8
51.2132,34.6
51.2268,487.7
51.2331,28.8
51.2633,87.3
51.2659,37.7
51.2673,462.7
51.2687,29.7
51.2908,32.3
51.2912,662.5
51.3452,95.3
51.3468,126.7
51.3642,40.4
51.3714,252
51.4005,648.7
51.4025,34.6
51.4071,31.1
51.4215,105.9
51.4651,50.9
51.4773,94.4
51.4836,101.7
51.4885,32.2
51.494,34.8
51.4963,42.2
51.5124,78
51.5228,26.2
51.5429,211.9
51.5446,173.2
51.559,27
51.5611,31.5
51.5677,162
51.5783,26.2
51.5824,16
51.5932,36.1
51.6085,30.3
51.6194,57
51.6216,27.7
51.6222,29.9
51.6502,27.8
51.6648,59
51.6766,19
51.7039,28.6
51.711,119.8
51.7142,17
51.7276,180.4
51.7507,52.8
51.7565,182.9
51.764,29.3
51.7759,463.9
51.7836,49.8
51.7847,32.9
51.7851,33.3
51.7889,34.4
51.793,52.3
51.8102,28.6
51.8348,28
51.8444,128.7
51.8612,805.8
51.8879,518.8
51.8932,174.7
51.9143,39.1
51.924,112.4
51.9242,109.7
51.9308,15.7
51.9335,223.9
51.9382,34.7
51.9446,19.9
51.9506,32.1
51.9739,44.2
51.9768,41.5
51.9828,45.2
51.9911,654.8
51.9999,43.1
52.0158,35.3
52.019,130.9
52.0238,34.7
52.0305,28.3
52.0552,148.3
52.0603,26.1
52.0801,505.3
52.0804,391.1
52.0818,50.1
52.0958,32.3
52.116,37
52.1331,28.8
52.141,75.4
52.1528,34.8
52.1565,28.3
52.1571,27.3
52.1593,32.5
52.1627,31.7
52.1635,34.3
52.179,106.8
52.2051,24.6
52.2342,26.4
52.2546,26.1
52.3026,17.5
52.3231,28.8
52.3298,58.2
52.338,58.1
52.345,31.6
52.3531,498
52.3542,117.5
52.379,31
52.3923,535.6
52.4033,34.5
52.4108,111
52.4155,60.9
52.4394,127.8
52.454,17.1
52.471,210.7
52.4711,211.8
52.4784,452.5
52.5065,34
52.5136,32.3
52.5274,31.9
52.5383,74.7
52.5459,76.7
52.5488,103.9
52.5551,16.9
52.5672,55
52.5683,37.9
52.5739,47.7
52.6108,25.5
52.6185,36.9
52.6217,684.1
52.6398,30.7
52.6474,26.9
52.6512,58.8
52.6514,49.1
52.6576,16.1
52.6963,487.3
52.6981,93.3
52.7155,42
52.7206,557.1
52.7265,37
52.728,562.6
52.7504,29.7
52.7643,71
52.7769,72.3
52.7778,362.9
52.7781,543.2
52.7789,1257
52.7795,2168.6
52.7806,513.3
52.7811,340.6
52.7817,1811
52.7821,264
52.7826,238.5
52.7829,245.3
52.7834,175.9
52.7837,237.6
52.8025,82.3
52.8077,30.7
52.8208,237.9
52.8244,450.7
52.8347,117.9
52.8493,30.5
52.8569,58
52.8609,192.1
52.8684,62
52.8698,27.2
52.8937,27.1
52.9073,168.3
52.9089,553
52.9132,532.4
52.929,32.2
52.9342,18.4
52.9357,51.9
52.9535,649.5
52.9707,210.7
52.9868,17.9
52.9913,328.6
52.9921,79.3
53.0079,28.1
53.0096,15.2
53.0138,29.3
53.0178,38.8
53.0204,459
53.035,172.9
53.0366,148.2
53.0403,37.9
53.0477,29.4
53.0502,30.5
53.0722,95.2
53.0758,27.6
53.0827,41
53.0866,30.2
53.1042,35.5
53.1058,50.8
53.1061,66.3
53.1133,49.9
53.1197,38.3
53.1773,33.9
53.1799,154.4
53.2081,30.7
53.2139,40.5
53.2186,25.2
53.222,494.9
53.2236,24.5
53.2291,32.4
53.2304,60.7
53.2629,77.3
53.2676,29.1
53.2704,30.8
53.2761,282.1
53.2785,28
53.2831,36.1
53.3088,19.5
53.3183,285.7
53.3434,115.4
53.3608,32.4
53.373,29.1
53.408,38.5
53.4271,355.4
53.4365,72
53.4463,483.3
53.4748,26.1
53.5069,57.9
53.5098,61.9
53.516,31.1
53.5258,50.5
53.5328,33.2
53.556,31.2
53.5575,64
53.568,35.8
53.58,63.2
53.5853,27.5
53.5953,33.1
53.6001,194.5
53.6192,139.2
53.6373,47.9
53.6428,228.4
53.6508,159
53.6563,47.9
53.6652,44.7
53.7002,611.5
53.7246,41.2
53.7455,17
53.7522,487.7
53.7636,36.9
53.7697,33.5
53.8025,18.4
53.8144,497.3
53.8229,37.4
53.8298,138.9
53.8308,67
53.8507,52.1
53.8511,25.4
53.88,25.9
53.8818,516.2
53.9066,50.7
53.9099,341
53.9124,32.1
53.943,334.9
53.9519,439.1
53.9619,54.6
53.9646,33.2
53.98,530.4
53.9813,30.6
53.9839,154.8
53.9871,53.4
53.9895,129.3
54.0162,47.6
54.0278,19.1
54.0414,33
54.0543,178.2
54.056,35
54.0577,233.1
54.0623,37.9
54.0961,518.8
54.1125,256
54.1244,32
54.1269,370.9
54.1336,28
54.1384,34.9
54.1484,30.7
54.1563,165.3
54.1649,24
54.1767,515.3
54.1866,51.5
54.2081,92.3
54.2142,84.9
54.2177,473.6
54.2309,15.7
54.2318,280.3
54.2582,544.9
54.2762,45.1
54.2981,39.7
54.3124,34.8
54.3183,242.6
54.3253,29.4
54.3351,143.6
54.338,29.7
54.3407,36.6
54.3563,53.9
54.3747,38.5
54.3826,27.1
54.3849,510.5
54.3993,101.8
54.4004,37.9
54.4055,194.8
54.4059,261.7
54.438,645.5
54.4611,44.8
54.4648,25.5
54.4707,34.6
54.4876,30.9
54.4884,39.6
54.4948,31.2
54.5038,370.9
54.5366,59.1
54.546,33.1
54.5587,196.9
54.5657,161.1
54.5793,47.9
54.5799,123.2
54.5821,31.6
54.5901,172.8
54.5938,46.1
54.5947,88.8
54.6041,36.1
54.6243,536.9
54.6305,65.7
54.6348,33.8
54.6677,34
54.6706,120
54.6773,523.5
54.6855,81.8
54.6994,98.4
54.708,254.7
