SPECTRUM - MS,
QC_5.RAW,
FTMS + p ESI Full ms [50.00-1000.00],
Scan #: 1-40,
RT: 0.01-1.97,
AV: 40,
m/z,Intensity

50.0054,84.1
50.0069,64
50.0182,358.5
50.0319,243.2
50.0373,802.2
50.0386,141
50.0396,241.2
50.0533,438.4
50.0863,362.2
50.0963,60.8
50.098,82.6
50.1063,191.7
50.1222,560.3
50.1255,117.2
50.1266,347.1
50.1278,339.5
50.1338,789.8
50.135,754
50.1594,192.3
50.1704,688
50.1717,232.8
50.1797,18.3
50.1889,153.8
50.1929,89.7
50.1962,109.2
50.2081,327.6
50.2156,162.6
50.2207,167.1
50.2236,75.2
50.2268,173.7
50.2323,265.6
50.234,17.4
50.251,207.6
50.2588,69
50.2637,128.9
50.2678,72.9
50.3046,17.3
50.3239,18.9
50.3325,17.3
50.3789,15.5
50.4039,19.5
50.4081,173.5
50.411,89.9
50.4164,99
50.4269,553.7
50.4419,88.8
50.4424,504.9
50.4576,606
50.4791,561.3
50.4794,17.4
50.4825,166.2
50.4999,120.5
50.5027,234.1
50.526,91.3
50.5261,105.1
50.5263,83.3
50.5372,315.3
50.5413,519
50.5469,537.6
50.5619,273.5
50.5634,77.5
50.5701,72.2
50.5761,19.1
50.5787,209
50.6094,55
50.6104,513.3
50.6131,56.9
50.6134,513.2
50.6281,258.9
50.6409,377.2
50.6796,233.5
50.6812,77.4
50.6818,199.8
50.6854,17.1
50.7006,56.4
50.7064,99
50.7179,108.9
50.7186,215.7
50.7264,306.6
50.7352,16.9
50.7536,414.6
50.7579,73.4
50.7673,929.8
50.7899,599.4
50.7911,421
50.7992,133.1
50.8067,134.9
50.8389,717.1
50.8572,83.3
50.8625,78.5
50.8711,528.4
50.8871,317.9
50.8926,110.3
50.8988,87.9
50.9023,135.3
50.9198,421.4
50.9328,362
50.9391,756.2
50.9635,162.2
50.9639,106.3
50.9781,321.9
50.9912,81.7
50.9943,637.6
51.0055,385.5
51.0137,96.6
51.0175,657.6
51.033,463.5
51.0387,109.8
51.0517,226.2
51.0648,130.8
51.071,148.5
51.0774,17
51.0934,17.5
51.1081,76.6
51.1086,72.7
51.123,714.4
51.1329,245.3
51.1409,20.2
51.1415,89.5
51.1529,66.3
51.164,78.6
51.1649,62.5
51.165,63.1
51.1747,102.7
51.191,517.8
51.2065,323.6
51.2408,19.4
51.2422,256.9
51.2505,528
51.2633,380.4
51.2672,350.3
51.2691,15.1
51.2696,155.3
51.2863,353.8
51.3189,17
51.3205,15.7
51.3427,150.7
51.3522,112.4
51.3535,122.5
51.3562,112.4
51.3663,18.4
51.372,88.6
51.3723,82.6
51.3941,1088.9
51.4083,147.7
51.4159,16
51.4276,81.7
51.4358,81.6
51.4434,52.9
51.4549,136.9
51.4746,16
51.4768,73.4
51.4928,97.3
51.5123,55.7
51.5134,78.7
51.5328,60.3
51.5356,118.1
51.5417,233.3
51.5517,618.4
51.5541,185
51.5587,104.4
51.5623,126.1
51.5669,17
51.5673,175.4
51.5696,98.6
51.5768,18.7
51.5838,119.6
51.5887,283.8
51.59,114.8
51.591,323.9
51.6037,133.9
51.6172,249.7
51.622,64.8
51.6225,78.1
51.6273,125.2
51.6432,173.2
51.6522,64.9
51.658,21.4
51.6647,64.3
51.6968,204.2
51.7042,750.2
51.7069,81.5
51.7084,69.5
51.7256,56.8
51.7442,535.3
51.7448,643.6
51.7516,75
51.7628,149.7
51.766,302.6
51.7727,191.1
51.7771,762.8
51.7795,165.7
51.786,140
51.79,596.4
51.7977,769.3
51.8031,82.8
51.815,78.8
51.8178,19.3
51.8267,672.1
51.8354,75
51.8553,63.2
51.8584,125.1
51.8662,530
51.9013,502.9
51.9054,124.7
51.9451,68.2
51.9496,743.9
51.9522,633.5
51.9636,100.5
51.9718,17.5
51.9747,321.6
51.9853,71.8
51.991,86.6
51.992,651
51.9951,17.1
52.0027,330
52.03,445.6
52.0316,17.3
52.0421,86.7
52.0471,17.8
52.0512,104.3
