SPECTRUM - MS,
QC_1.RAW,
FTMS + p ESI Full ms [50.00-1000.00],
Scan #: 1-40,
RT: 0.01-1.97,
AV: 40,
m/z,Intensity

50.0011,274
50.0036,91.9
50.0235,99.1
50.0523,430.1
50.053,732.9
50.0588,79.1
50.0654,102.9
50.0666,725.2
50.0718,199.6
50.0893,600.2
50.0912,192.8
50.1063,231
50.1113,77.1
50.1133,213.1
50.13,318.6
50.1316,734.4
50.1564,416.9
50.1608,466
50.1627,296.4
50.1946,95
50.1961,362.8
50.2082,167
50.2125,289
50.22,221.4
50.2496,152.2
50.2537,110.6
50.2591,112
50.2658,180.8
50.2763,149.8
50.2797,17.2
50.2865,507.7
50.2876,118.2
50.3014,102.7
50.3141,72
50.3171,132.2
50.3214,18.9
50.3264,104.5
50.3457,432.6
50.3501,163.5
50.3536,16.4
50.3565,263.3
50.357,478.5
50.3608,222.4
50.3618,17.5
50.364,336.8
50.3774,79.7
50.3775,77.6
50.3913,16.7
50.393,85.9
50.3946,200.5
50.3964,339.3
50.4065,411.2
50.4344,118
50.4469,484.5
50.4481,135.2
50.4484,75
50.4494,579.2
50.4899,120.9
50.4918,97.4
50.4998,167
50.5,162.6
50.504,295.1
50.5103,75
50.5316,421.6
50.5533,118.2
50.5721,643.5
50.5747,497.9
50.6024,17.1
50.6164,162.2
50.6194,284.8
50.6349,17
50.6446,97.7
50.6481,382.8
50.6487,189.3
50.653,139.2
50.6786,725.7
50.6909,307.5
50.6929,83
50.7185,475.5
50.7283,137.5
50.7292,235.9
50.7335,153.5
50.7401,153
50.7532,546
50.7645,436.6
50.7779,220.5
50.7894,381.2
50.7927,105.3
50.7944,774.3
50.8048,85.7
50.8086,214.6
50.8102,408.4
50.8111,309
50.8157,96.7
50.8162,423.3
50.8195,82.4
50.82,579.9
50.8518,110.3
50.8534,364.8
50.8627,122.4
50.8798,75.9
50.8892,193
50.8936,653.4
50.8991,87.9
50.9091,707.8
50.9107,105.6
50.9124,135.7
50.9189,94.3
50.9211,755.5
50.9233,234.9
50.9242,453.6
50.9563,19.2
50.9616,17.1
50.9717,307
50.9745,171.9
50.9861,145.5
51.0214,459.4
51.0246,414.9
51.0296,551.2
51.0367,17.9
51.047,88.3
51.0494,351.9
51.074,204.9
51.0773,364.4
51.0823,293.5
51.0894,657.6
51.1004,86.2
51.1248,240.1
51.1331,417.7
51.146,367.9
51.1508,286.5
51.1571,526.5
51.162,102.7
51.1631,135.6
51.1686,405.5
51.1706,387.8
51.1855,32.1
51.1888,74
51.1995,96.5
51.2009,82.4
51.2044,330.3
51.2107,289.9
51.2265,118
51.2283,100.1
51.2294,17.7
51.235,151
51.2655,76.2
51.277,178.9
51.2974,297
51.2998,18.9
51.3012,226.8
51.3055,387.9
51.3093,263.2
51.3098,314.4
51.3155,274.7
51.3276,140
51.3368,78.2
51.3389,672.7
51.3646,147.4
51.3776,18.6
51.3916,406.4
51.4317,101.4
51.4418,644.2
