SPECTRUM - MS,
lav_1355.RAW,
FTMS + p ESI Full ms [50.00-1000.00],
Scan #: 1-36,
RT: 0.01-1.96,
AV: 36,
m/z,Intensity

50.0005,24.5
50.0048,22.4
50.0234,18.4
50.0284,20.2
50.0358,20.1
50.041,19.1
50.0724,28.2
50.0883,19.5
50.1296,21.6
50.1418,18.5
50.1444,18.4
50.1757,18.1
50.1821,20.7
50.2092,18.6
50.2254,19.1
50.2621,22.5
50.2769,25.8
50.3016,18.5
50.3144,25.6
50.3211,18.7
50.3523,17.4
50.3627,21.3
50.3822,18.7
50.3947,24.3
50.3999,19.8
50.4025,32.8
50.4116,22
50.4295,19.1
50.4383,18.1
50.4494,16.4
50.4524,17.3
50.4551,22.5
50.4683,20
50.4704,29.7
50.491,37.2
50.4962,24.4
50.5125,23.1
50.5218,36.5
50.558,23.9
50.5631,17.8
50.5649,19.8
50.5658,20.9
50.5871,26
50.5884,19.8
50.5918,17.2
50.6055,26.2
50.613,26.2
50.6137,25.9
50.6142,20.2
50.6244,23.6
50.6327,24.6
50.6338,21.2
50.6396,23.9
50.6592,23.4
50.6635,21.3
50.6766,18.4
50.6844,19
50.7107,18.1
50.7155,18.1
50.7173,20.8
50.7331,17
50.7444,17.8
50.7476,19
50.7507,18.6
50.7611,18.4
50.7839,20.6
50.7888,17.4
50.8012,20.7
50.8023,18.9
50.82,17.5
50.842,20.2
50.8454,17.2
50.8532,17
50.8694,18.9
50.8809,20.7
50.8986,18.4
50.9314,35.2
50.9438,21.2
50.9625,16.7
50.9732,30.8
50.9748,20.8
51.0208,18.1
51.0222,44.4
51.0605,22.8
51.061,20
51.0624,18.8
51.0627,17.5
51.1058,20.5
51.1068,19.5
51.1112,29.1
51.1251,17.7
51.1266,16.4
51.1288,22.6
51.13,20.1
51.1404,23.8
51.1527,25.7
51.1888,24.2
51.1901,18.8
51.1995,22.5
51.2004,22.1
51.2086,16.2
51.2128,19.2
51.2324,17.1
51.2392,19.8
51.2465,18.4
51.2482,28.7
51.252,18.1
51.2549,24.7
51.2637,17.9
51.2656,17
51.2756,32.9
51.282,17.6
51.3146,19
51.3474,20
51.3736,17.8
51.3868,24
51.3976,17.5
51.4228,18.9
51.428,20.3
51.4305,21.6
51.4421,18.5
51.4678,21.5
51.4898,20.4
51.5233,19.5
51.5284,17.8
51.5424,16.4
51.5444,21.6
51.5589,21.3
51.5616,26.2
51.5689,17.5
51.578,19.3
51.5871,20.7
51.5936,18.9
51.6045,18.6
51.6187,20.8
51.6358,19.1
51.6518,26.1
51.6625,18.6
51.6733,31
51.6765,18.7
51.6777,19.7
51.6819,20.8
51.6996,19.6
51.7055,16.9
51.7056,20.3
51.7058,20.3
51.715,18.9
51.7345,17.3
51.7411,17
51.7492,19.2
51.7666,28.3
51.7703,19.1
51.772,19.7
51.7803,18.8
51.8076,18
51.8424,25.1
51.8487,18.5
51.9028,17.6
51.9118,34
51.9218,25.5
51.9659,25
51.9702,18.2
51.9859,18.9
52.0073,18.9
52.0149,17.5
52.0261,20.7
52.0408,19.2
52.0431,20.5
52.0799,19.5
52.0955,17.3
52.0982,18.9
52.1097,26.9
52.1169,21.7
52.2517,19.9
52.2524,17.6
52.253,22.7
52.2558,21.1
52.2611,29.6
52.2748,16.8
52.2803,19.6
52.296,28.3
52.3133,17.6
52.3149,18.5
52.316,21.2
52.317,31.9
52.3427,26.4
52.346,18
52.3523,20.6
52.363,18.7
52.3843,19.3
52.3879,28.5
52.3938,19.9
52.4331,23.9
52.4379,26.1
52.4487,19.3
52.4773,19.2
52.5007,20.6
52.5036,17.9
52.5107,17.4
52.5139,19.4
52.549,18.5
52.5491,20.2
52.5492,20.3
52.5601,23.9
52.564,21.8
52.5719,19
52.5742,19.8
52.5821,18.2
52.5866,23.4
52.606,19.5
52.6155,19.7
52.6192,17.4
52.6309,35.6
52.6319,30.9
52.6378,33.4
52.6674,21.9
52.6835,22.7
52.6843,18.5
52.6852,22.5
52.7076,19.9
52.7219,19.3
52.7269,17
52.7324,19
52.785,45.8
52.786,61.4
52.7863,81
52.7866,66.8
52.7872,96
52.7878,29.8
52.788,26.2
52.7885,74.9
52.7887,72.4
52.7894,74.9
52.7899,72.3
52.7908,27.4
52.7913,42.1
52.792,38.6
52.7927,50.4
52.7937,20.6
52.8011,17.6
52.8055,18.6
52.8092,19.1
52.8383,19.7
52.8421,18.8
52.8518,22.2
52.8586,22.7
52.8782,19
52.88,21.3
52.8824,18
52.8879,18.9
52.8967,27.2
52.8974,17.3
52.9073,18.4
52.9135,20.7
52.9144,21.5
52.9253,18.1
52.9317,19.1
52.9343,24.4
52.9459,20.7
52.9505,21
52.9833,21.8
53.0086,19
