SPECTRUM - MS,
lav_QC_4.RAW,
FTMS + p ESI Full ms [50.00-1000.00],
Scan #: 1-36,
RT: 0.01-1.98,
AV: 36,
m/z,Intensity

50.0097,20.4
50.0154,20.5
50.018,19.8
50.0236,20.5
50.0456,18.1
50.0755,19.9
50.0909,20.3
50.0927,18.3
50.1041,20
50.1128,20.7
50.1747,18.1
50.1773,18.9
50.2018,17.7
50.2053,19.2
50.2058,18.2
50.2061,19.7
50.2106,16
50.2158,20.5
50.2192,16.7
50.2256,19.4
50.229,20.2
50.2493,18.5
50.2574,20.7
50.2614,17.7
50.2747,18.5
50.279,20
50.2853,17.6
50.2964,17.6
50.3201,19
50.3638,16.6
50.369,21.4
50.3805,23.1
50.4052,23.2
50.4227,18.4
50.4272,20.8
50.4399,17.4
50.4776,22
50.4856,19
50.5039,20.9
50.5117,20.4
50.5126,17.2
50.5166,20.4
50.5383,20.8
50.5415,18.4
50.5442,18.5
50.5551,19
50.5574,19.5
50.5688,21.9
50.5724,21.3
50.5755,22
50.5796,19.2
50.5974,18
50.5993,17.5
50.6051,20.9
50.6128,20.3
50.6207,26.4
50.6224,18
50.6253,19.7
50.637,24.4
50.6374,16.8
50.6393,17.4
50.6396,20.6
50.6677,22.4
50.6723,17.8
50.6949,18.8
50.6983,15.7
50.7145,22.1
50.7393,18
50.779,19.1
50.787,19.4
50.8085,19.4
50.8172,25.2
50.8367,19.2
50.8486,18.8
50.8639,21.5
50.8708,18.1
50.8745,20.2
50.8856,20.4
50.8909,26
50.9018,18.8
50.9093,22.9
50.9192,17.7
50.9273,19.6
50.9279,17.6
50.9364,17.5
50.9558,19.5
51.0114,17
51.0199,19.4
51.029,19.5
51.0297,22.6
51.0358,37
51.0436,22.2
51.0463,17.2
51.052,19.5
51.0751,20.7
51.0846,17.9
51.0866,18.7
51.1022,19.3
51.111,18.5
51.1164,21.2
51.1177,17.7
51.126,17.8
51.1304,19.5
51.1332,18.4
51.1358,21.8
51.1369,23.3
51.1554,22.2
51.1594,19.8
51.1652,22.4
51.221,18
51.2281,24.5
51.2385,18.2
51.24,17.4
51.2719,19.3
51.2726,19.3
51.2778,17.9
51.2782,24.6
51.2957,20.3
51.318,21
51.3399,20.5
51.3405,19.6
51.3462,17.9
51.3491,20
51.3611,17.3
51.3655,18.6
51.3664,19.5
51.3768,17.8
51.3978,17.1
51.4119,17.2
51.4203,17.6
51.4431,17.9
51.4605,21.3
51.4855,20.9
51.5113,17.7
51.5356,18.4
51.5574,20.2
51.5668,18
51.5952,18.7
51.6269,18.3
51.6353,18.1
51.645,22.5
51.6727,26.8
51.6729,22.1
51.675,18.2
51.6751,20.2
51.6761,39.4
51.6952,17.3
51.7093,18
51.7323,18.9
51.7962,18.9
51.8064,21.1
51.8194,19.5
51.8203,21.9
51.8333,18.3
51.8511,19.4
51.8571,21.3
51.8609,19.2
51.8649,16.8
51.8735,22.4
51.8751,20.6
51.9054,17.1
51.9191,17.4
51.9267,18.4
51.9448,20.7
51.9569,19
51.9756,18
51.9926,17.7
52.0839,20.9
52.0953,20.4
52.1115,18.9
52.1347,18.9
52.1356,17.6
52.1375,21.2
52.1565,18.1
52.1621,20.8
52.2108,17.1
52.2114,17.9
52.22,18.7
52.2204,17.2
52.227,33.4
52.2306,19.9
52.2349,20
52.2453,16.1
52.247,20.6
52.2746,18
52.288,20.8
52.3086,18
52.3131,21.9
52.3245,22.2
52.3278,19
52.3451,17.9
52.3531,20.2
52.3771,18
52.3781,28.4
52.3827,24.6
52.398,23.4
52.4114,16.1
52.4177,19.3
52.4314,21.4
52.4429,21.5
52.4447,21.1
52.4601,17.8
52.4612,17.9
52.4651,18.6
52.4839,16.8
52.5148,22.3
52.5367,17.6
52.551,16.9
52.5535,16.8
52.5606,20.2
52.5662,17.9
52.5682,18.7
52.5697,17.5
52.5834,20.4
52.5984,18.4
52.6177,20.2
52.6287,17.8
52.6333,18.8
52.656,18.8
52.6653,23.3
52.7322,17.8
52.7368,22
52.7419,18.9
52.7887,23.6
52.7893,86.6
52.7896,63.8
52.79,72.4
52.7905,117.8
52.7915,116.6
52.7923,228.4
52.7928,97.3
52.7936,130.1
52.7943,44.4
52.7947,59.5
52.7955,20.7
52.7961,29.8
52.7967,30
52.7977,99
52.8051,19.3
52.8335,16.6
52.8387,20.5
52.8479,21.1
52.8689,18.8
52.8716,19.2
52.8765,17.9
52.8896,21.7
52.9092,17.9
52.9347,17
52.9487,21.5
52.9594,20.4
52.9686,25.1
52.969,21.1
52.9812,18.8
52.9912,20.8
53.0003,19
53.026,18.2
53.0505,17.5
53.0531,18.6
53.0556,22.1
53.1076,19.6
53.1096,19.2
53.1656,21.6
53.1662,21.5
53.174,20.2
53.175,21.4
53.1966,20.1
53.1988,17.9
53.2,18.8
53.2179,19.5
53.2354,16
53.2509,18.4
53.2541,19
53.2583,20.3
53.2665,20.4
53.2753,20.2
53.2908,19.1
53.2983,18.3
53.31,18.6
53.3474,20.2
53.3522,18.9
53.3618,17
53.3655,17.4
53.3678,18.4
53.3728,17.9
53.3794,17.5
53.4075,17.8
53.4316,21.6
53.4455,21
53.4501,19.2
53.4541,20.7
53.4753,22
53.4816,18.5
53.487,17.1
53.4894,20.9
53.5085,19.7
53.5194,17.1
53.5211,18.2
53.524,22.3
53.5248,18.4
53.531,17.7
53.5368,35.3
53.537,31
53.5583,18.5
53.5625,18.3
53.5832,19.2
53.5859,19.9
53.6249,17.2
53.6287,17.5
53.6293,22.6
53.6449,19.6
53.647,18.2
53.6513,16.9
53.6841,16.9
53.6846,18.2
53.7119,17.7
53.7342,18.7
53.7497,20.4
53.7581,18.2
53.7606,18.7
53.7729,20.5
53.7946,20.1
53.8004,18
53.8011,19.4
53.8163,18.4
53.829,23.5
53.8404,20
53.8409,19.3
53.8562,20
53.8621,20.1
53.8727,15.7
53.9014,17.4
53.9035,18.7
53.925,18.9
53.9325,30.6
53.9328,20.9
53.9472,18.2
53.956,19.3
53.967,20.7
53.9942,17.3
