SPECTRUM - MS,
QC_6.RAW,
FTMS + p ESI Full ms [50.00-1000.00],
Scan #: 1-40,
RT: 0.01-2.00,
AV: 40,
m/z,Intensity

50.0036,292.8
50.0139,232.7
50.0184,790.7
50.0557,57
50.0618,178.3
50.0623,85.7
50.0811,491
50.0825,553.1
50.1134,202
50.1171,70.6
50.1177,27.4
50.1185,40.1
50.1474,42.8
50.161,32.3
50.1795,83.7
50.1849,188.3
50.1905,270.6
50.1981,27.7
50.2123,116.7
50.2171,35.4
50.2175,26.1
50.2314,190.8
50.2362,39.9
50.243,334.9
50.2436,292
50.2519,42.7
50.2591,125.5
50.2646,69.6
50.2789,118.7
50.279,121
50.2792,97.8
50.2921,625.1
50.3063,539
50.3085,56.2
50.3328,117.4
50.3425,36
50.3445,22.3
50.3552,87.2
50.3675,33.3
50.3678,25.4
50.3747,146.6
50.3984,129.4
50.4013,297.1
50.4031,357.9
50.4124,47.2
50.4657,279.5
50.4666,72.4
50.4715,176.2
50.4734,33.4
50.4773,59
50.4836,28.2
50.5014,540.8
50.5129,114.2
50.5226,248.5
50.5294,122.9
50.549,26.8
50.5632,79.9
50.588,34.2
50.6014,77.7
50.6079,32.8
50.6082,106.5
50.6241,24
50.6251,34.4
50.638,78.7
50.6457,44.1
50.6754,115.9
50.6777,27
50.6782,175.2
50.6863,15.8
50.6905,56.4
50.6933,27.8
50.7037,26.7
50.7072,365.9
50.7433,47.3
50.78,75.3
50.7846,37.6
50.7849,109.5
50.8118,52
50.8334,67.4
50.8499,56
50.8525,38.2
50.8803,39.6
50.8839,30.1
50.8982,16.6
50.9009,75.4
50.9139,494
50.9143,101.7
50.915,626.4
50.9502,56.6
50.9506,25.9
50.9601,52.3
50.9707,200.6
50.9763,27.6
50.9774,24.3
50.9876,115.5
51.0151,63.2
51.0274,49.6
51.0329,727.3
51.0486,679.2
51.0598,29.2
51.0852,27.6
51.0924,26.9
51.0941,132
51.1056,25.9
51.1094,369
51.1132,437.3
