SPECTRUM - MS,
1388.RAW,
FTMS + p ESI Full ms [50.00-1000.00],
Scan #: 1-40,
RT: 0.01-1.97,
AV: 40,
m/z,Intensity

50.0112,86.8
50.0237,86.9
50.0299,111.2
50.0372,141.5
50.0569,47.8
50.0779,50.7
50.0898,379.3
50.0998,159.7
50.106,475.1
50.1099,96.4
50.1125,157.6
50.114,478.2
50.1391,276.1
50.1438,402.7
50.1489,133.7
50.1505,94.1
50.1844,640.9
50.1945,52
50.1971,114.3
50.1976,301
50.2052,740.7
50.2066,507.8
50.2069,473.5
50.2076,49.9
50.2114,118.1
50.2201,76.5
50.2213,377.1
50.2502,85.9
50.2529,309.8
50.2659,660.2
50.2992,83.4
50.3061,15.8
50.3065,14.4
50.3486,157.1
50.3719,332.1
50.3736,292.2
50.3785,467.4
50.4082,102
50.4099,389.4
50.4228,457.1
50.4306,555.6
50.4429,141.2
50.4445,18.4
50.4462,83.9
50.4487,306.8
50.4545,76
50.4718,18.1
50.4813,277.9
50.4894,380.9
50.5074,580
50.513,147.8
50.5207,465.3
50.5218,444.1
50.5317,18.6
50.5409,440.3
50.5512,20.2
50.5559,229.2
50.5698,527.5
50.5705,408.1
50.5812,760.2
50.586,89.6
50.5929,309.1
50.5944,101.4
50.599,469.9
50.6016,918
50.6071,446
50.6164,111.5
50.6534,108.3
50.6721,345.9
50.7119,382.8
50.7144,304.4
50.7282,137.1
50.7485,445.7
50.7599,57.7
50.7716,118.5
50.8084,434.6
50.8263,465
50.8357,15.7
50.8379,16.5
50.8404,494.8
50.8481,18.9
50.858,605.9
50.865,278.9
50.9095,523.6
50.911,19.2
50.9153,95.1
50.9209,52.3
50.9289,266.3
50.9311,181
50.9342,112.9
50.9354,79.4
50.942,83.5
50.9461,270
50.9807,90.3
50.9843,254.8
50.9857,73
50.9917,515.1
51.0121,100.7
51.0192,572.9
51.0377,53
51.0662,410.5
51.0719,630.9
51.0902,480.4
51.0926,293.4
51.1031,247.9
51.1091,584.2
51.1144,149.9
51.1541,206.8
51.1546,18.3
51.166,349.6
51.1689,78.3
51.1885,279.1
51.2207,418.4
51.2361,374.6
51.2554,124.1
51.2559,119.5
51.2871,297.6
51.3212,555.2
51.3263,87.1
51.346,434.2
51.3505,560.6
51.3555,319.1
51.3748,157.7
51.3981,266.2
51.3992,186
51.4161,452.1
51.4592,340.9
51.4602,574.8
51.4665,89.2
51.4771,531
51.4893,273.3
51.4977,93
51.4988,121.5
51.5073,100.6
51.5214,204.9
51.5275,126.8
51.53,175.5
51.5438,238
51.5477,23
51.5497,121.4
51.5504,241.9
51.5669,96.8
51.5723,187.3
51.5836,98.8
51.6248,78
51.6425,15.4
51.6634,470.6
51.7078,574.7
51.7146,94
51.7149,328.9
51.7417,139.7
51.7591,639.9
51.7928,670.2
51.8049,19.3
51.8405,436.1
51.8414,16.3
51.8443,17.9
51.8692,137.8
51.8949,171.4
51.8992,734.8
51.9198,353
51.9319,534.1
51.9347,250.8
51.9369,615.6
51.9375,325.8
51.9486,114.5
51.9597,103.4
51.9795,345.5
51.9803,16.7
52.034,321.4
52.0524,127.4
52.0586,499.6
52.0665,506.1
52.0687,332.7
52.079,607.7
