SPECTRUM - MS,
lav_QC_5.RAW,
FTMS + p ESI Full ms [50.00-1000.00],
Scan #: 1-36,
RT: 0.01-1.98,
AV: 36,
m/z,Intensity

50.0006,20.7
50.0018,17.9
50.0163,19
50.027,21.8
50.0326,18.2
50.0377,17.4
50.0639,17.7
50.0663,20.6
50.0731,18
50.076,20.8
50.1012,18
50.1265,17.6
50.1384,17.7
50.1396,20.7
50.1471,18.4
50.1534,18.8
50.1548,18.3
50.1673,20.6
50.1714,19.7
50.1866,18.4
50.1885,16.7
50.1969,20.5
50.2039,21.4
50.2102,19.4
50.2129,20
50.2263,18.3
50.2283,19.6
50.2312,17.2
50.2435,18.4
50.2483,20.1
50.253,19
50.2546,19.3
50.2698,16.9
50.2781,19.5
50.3055,18.7
50.3176,18.1
50.3209,20.5
50.3246,18.1
50.3298,25.9
50.3619,16.6
50.3965,18.4
50.4133,19.6
50.4454,19.9
50.449,22.2
50.4807,16.2
50.4934,18.8
50.507,17.4
50.5508,18.2
50.5571,23.2
50.5712,21.5
50.5764,20.6
50.5997,20.6
50.6081,18.6
50.6136,23.1
50.6174,17.5
50.6198,19.3
50.6415,18.6
50.6946,20.5
50.6949,21.8
50.7041,17.8
50.7099,22.5
50.7333,19.9
50.7368,17.8
50.7569,21.2
50.7652,21.3
50.766,35.8
50.8022,22.9
50.814,21.6
50.8155,18.4
50.8188,20.8
50.8261,18.6
50.8543,21
50.8551,18.7
50.8625,19
50.8878,20
50.917,21.4
50.9183,17.7
50.9328,18.5
50.9408,20.7
50.968,16.5
50.9714,17.2
50.9845,18.4
50.9952,17.1
51.0037,20.8
51.0105,22.4
51.0185,20.1
51.0319,18.1
51.0378,22.1
51.0454,19.7
51.0587,16.8
51.0743,17.1
51.0892,18.4
51.104,21.7
51.1205,17.8
51.1214,19.6
51.1242,17.9
51.1883,16.8
51.2434,19.8
51.2453,17.2
51.25,18.5
51.2542,17
51.2631,19.2
51.27,20.4
51.275,16.2
51.2792,25.7
51.2861,20.3
51.2898,17.5
51.3046,20
51.3561,21.6
51.363,18.7
51.3727,28.3
51.3894,19.4
51.3902,23.2
51.3994,23.2
51.4167,18.6
51.4201,18.6
51.4213,17.2
51.4216,16.9
51.4247,18.4
51.4303,19.6
51.4585,17.8
51.46,18
51.5013,18.3
51.5077,17.8
51.5201,17.1
51.5251,19.6
51.5314,21
51.5446,21.8
51.5498,17.5
51.5502,23.1
51.5529,19.8
51.5743,18.7
51.5767,19
51.588,17.9
51.5903,18.3
51.5938,20.7
51.6143,19
51.6186,18.9
51.6234,18.2
51.6243,17
51.6848,19.4
51.6863,20.1
51.705,17.9
51.7067,18
51.7082,21.3
51.7305,20.1
51.7388,17.2
51.741,18.9
51.7584,16.5
51.7589,20.3
51.7613,19.5
51.7795,19.5
51.7888,21.7
51.8015,18.7
51.8048,21.4
51.8283,21
51.8305,19.9
51.8387,18.9
51.8488,19.2
51.8623,19.1
51.8639,17.7
51.8851,16.2
51.8862,17.6
51.8887,15.9
51.8898,29.4
51.8922,18
51.895,22.3
51.9086,25.6
51.9101,17.8
51.9185,18.3
51.9221,38.2
51.9512,17.7
51.9547,22
52.0007,17.4
52.0024,18.2
52.0127,17.5
52.0183,18.1
52.0274,17.1
52.0304,22.8
52.0503,17.9
52.0601,17.6
52.0629,21.5
52.0728,19.5
52.0733,17.1
52.0953,18.8
52.0966,18
52.0981,17.3
52.1004,19
52.1207,21.3
52.1319,19.3
52.1412,21.6
52.1491,19
52.1721,24.7
52.1829,18.4
52.1889,18.5
52.276,16.2
52.2807,24
52.2834,17
52.2851,22
52.2882,17.3
52.302,17.9
52.3193,18.6
52.3214,34.8
52.3227,17.2
52.3434,20.7
52.3488,18.7
52.3528,17.1
52.367,16.4
52.3865,18.8
52.3904,16.8
52.3965,21.1
52.399,17.4
52.4005,19.2
52.4091,18.9
52.4131,21.5
52.4154,21
52.4293,21.5
52.4397,18.6
52.4676,19.3
52.4777,18.4
52.4847,17.6
52.4904,18.8
52.5085,20
52.5243,19
52.5325,18.4
52.5411,16.9
52.548,21.1
52.5866,20.6
52.5883,19.9
52.5916,22.4
52.5961,18.9
52.6052,18.6
52.6185,17.5
52.6273,17
52.6322,21.7
52.6425,17.8
52.6497,18
52.6864,20.3
52.6884,18.4
52.6953,19.4
52.706,20.1
52.7725,24.3
52.782,103
52.7825,64.3
52.7841,33.5
52.7847,58.5
52.7849,47.5
52.7857,96.3
52.7862,45.2
52.7869,123.6
52.7877,137
52.8206,22.2
52.8279,23.6
52.8312,19.2
52.8457,18.1
52.8506,16.8
52.858,18.4
52.8642,18.1
52.8789,17
52.8883,33.5
52.8899,20.4
52.901,16.9
52.9115,19.3
52.9278,21.3
52.9427,21.3
52.9443,22.3
52.9719,24.7
52.9808,17.9
52.9892,17.6
52.9938,19.1
52.9994,17.6
53.0218,20
53.0275,18.3
53.047,20.8
53.0545,20.3
53.0568,18.3
53.0575,19
53.0977,22.3
53.0989,22.6
53.1301,15.9
53.1405,19.4
53.1536,20.6
53.1628,21
53.1683,18.7
53.1727,21.3
53.1903,16.9
53.2078,16.6
53.2219,21.4
53.2468,32
53.2656,19.7
53.2675,17.8
53.274,16.4
53.2867,18.5
53.3048,17.3
53.3126,18.8
53.3135,18.6
53.3463,21.7
53.3778,21.3
53.3826,18.2
53.3897,19.6
53.4283,18.5
53.4407,18.8
53.4438,19.7
53.4607,22.2
53.4635,18.7
53.469,17.3
53.4713,19.1
53.4723,19.1
53.5825,17.7
53.5835,20
53.589,19.4
53.5986,19.6
53.6235,36.7
53.6286,19.6
53.674,21
53.6916,21.7
53.6994,19.8
53.7116,16.6
53.7208,18.7
53.7836,16.2
53.7948,21.7
53.8098,22.2
53.817,23.8
53.826,19.8
53.83,17
53.8394,16.9
53.843,18.3
53.845,18.7
53.9071,19.5
53.9184,17.8
53.9467,18.3
53.961,18
53.9639,20.5
53.9664,19.3
54.0546,18.7
54.1167,19.5
54.1192,20.4
54.1335,18.8
54.1353,17
54.1456,21.2
54.1626,38
54.1676,22
54.1689,18.7
54.1902,24.6
54.1968,22.5
54.2019,20.5
54.2234,20.2
54.2725,19.2
54.2729,17.7
54.2779,18
54.2808,17.7
54.2863,17.3
54.3026,17.2
54.3063,19.9
