SPECTRUM - MS,
lav_1638.RAW,
FTMS + p ESI Full ms [50.00-1000.00],
Scan #: 1-36,
RT: 0.01-1.96,
AV: 36,
m/z,Intensity

50.0371,30.5
50.0378,19.8
50.0443,21.4
50.0574,22.7
50.0671,18.5
50.0748,19.9
50.0868,26
50.0988,19.1
50.101,20.1
50.1105,21
50.1122,20.1
50.1603,20.6
50.1736,22.4
50.1741,17
50.1812,19.3
50.1932,18.6
50.224,19.5
50.2286,28.8
50.2454,19.3
50.2489,30.8
50.2492,17.7
50.2609,18.8
50.2649,19.7
50.2654,18.6
50.268,20.8
50.3021,19.7
50.3049,23.2
50.3612,18.9
50.3688,26.9
50.4054,20.2
50.4211,17.2
50.4235,27.8
50.4279,20.3
50.4292,17.5
50.4394,20.5
50.4526,18.4
50.4534,18.8
50.4548,19.5
50.4587,19.4
50.4679,15.9
50.4738,18.4
50.4968,24.3
50.5187,19.4
50.5222,17.7
50.5253,18.7
50.5351,18.1
50.5724,17.5
50.6053,17.9
50.6179,20.8
50.6428,24.6
50.6546,32.4
50.6603,20.4
50.6652,19.5
50.6684,28.3
50.6735,17.9
50.6787,17.8
50.6966,18.4
50.6987,33.9
50.7044,16.1
50.7303,24.5
50.7415,19.7
50.761,19.5
50.769,30.3
50.7836,25.9
50.82,22.1
50.8398,30.2
50.8499,18.8
50.8519,22.9
50.8697,30.7
50.8766,36.5
50.8793,16.7
50.8958,24.1
50.8967,20.8
50.9146,20.5
50.929,17.9
50.9399,21.6
50.9474,22.8
50.9601,22.1
50.9638,18.2
50.9767,36.9
50.9873,27.7
50.9893,20.2
51.0162,30.4
51.0194,21
51.0222,53.7
51.0358,23.3
51.054,22.3
51.0679,19.8
51.0993,17.2
51.1049,17.1
51.1313,23.3
51.1331,23.7
51.1532,20.2
51.1788,17.3
51.1831,18.7
51.2135,19.5
51.2367,24.8
51.291,18.2
51.2954,19.2
51.3012,16.4
51.313,22.7
51.3211,19.4
51.3302,26.1
51.3556,18.4
51.3655,17
51.3999,18.8
51.4029,17.9
51.4051,22.3
51.4268,21.6
51.4315,20
51.435,21.4
51.4445,20.1
51.4476,20
51.4795,17.6
51.4837,25.4
51.4868,19.4
51.4893,19.6
51.4905,17.6
51.4997,24.1
51.5007,15.3
51.506,19.6
51.5288,19.1
51.5329,18.5
51.533,23.7
51.5331,18.1
51.5383,18.5
51.5747,19.1
51.5916,28.1
51.5934,22.4
51.5961,18.5
51.6052,19.4
51.6182,16.8
51.6184,17.5
51.6376,38.9
51.6604,23.3
51.6642,21.7
51.6673,21
51.6726,31.6
51.6923,18.5
51.6989,16.6
51.7279,22.4
51.7296,33.1
51.7335,20.3
51.7352,18.5
51.7504,20.1
51.804,17.9
51.8074,18.8
51.8095,17.5
51.8291,35.7
51.8329,17.8
51.8393,19.8
51.8676,19.7
51.8733,19.1
51.9039,19.7
51.9061,18.6
51.9142,20.1
51.918,19.2
51.9344,18.5
51.9537,17.4
51.9717,18.6
51.9878,30.8
52.0044,19.3
52.0199,19.8
52.0336,22.3
52.0475,34.3
52.0507,18.4
52.0594,16.7
52.066,18.2
52.0677,18.4
52.0821,17.7
52.087,31.8
52.0993,18.1
52.102,18.2
52.1076,16.3
52.1308,21.8
52.1314,30.5
52.1488,19.1
52.1513,18.8
52.1641,27.7
52.1651,19.8
52.1801,30.2
52.1831,18.4
52.1854,20.7
52.1858,16.1
52.1919,32.1
52.1958,23
52.2018,20.9
52.2245,26
52.2398,18.6
52.2457,19.8
52.2711,19.1
52.3003,18.5
52.311,28.3
52.3178,18.6
52.3236,20.1
52.3573,18.4
52.3652,19.4
52.368,20
52.3847,18.9
52.4266,17.3
52.4326,19.5
52.434,16.6
52.449,19.7
52.4627,19
52.4738,20.2
52.5187,34.2
52.5207,16.6
52.5375,24.6
52.5504,21
52.5618,29.2
52.5842,18.5
52.5934,20.2
52.5955,20.2
52.6037,19.5
52.6093,18.4
52.6176,18.5
52.6308,19.1
52.6559,20
52.6625,21.2
52.6941,19.2
52.6963,18.7
52.6994,19.2
52.7153,20.4
52.7365,19.7
52.7501,30.3
52.7946,33.8
52.7952,58.5
52.7958,42.1
52.7963,224.5
52.7968,78.4
52.7971,77.1
52.7977,93.3
52.7981,145.8
52.7982,154
52.7986,60.1
52.7992,84.1
52.7998,145.5
52.8001,117.5
52.8092,18.1
52.8292,28.4
52.8328,21.2
52.837,19.9
52.8651,18.1
52.876,18.6
52.882,20
52.8849,22.8
52.9039,37.5
52.9228,18.5
52.9412,20.8
52.9779,24.3
52.9817,18.6
52.9945,19.4
53.0078,17.6
53.0127,19.5
53.0331,18.6
53.0529,20.7
53.059,18.8
53.0595,19
53.0808,26.6
53.1185,21.2
53.1243,18
53.127,19
53.1443,17.1
53.1517,19.9
53.1621,23.5
