SPECTRUM - MS,
lav_QC_1.RAW,
FTMS + p ESI Full ms [50.00-1000.00],
Scan #: 1-36,
RT: 0.01-1.97,
AV: 36,
m/z,Intensity

50.0092,24.4
50.0141,19.3
50.0207,20.5
50.0389,21.3
50.0489,19.6
50.0551,18.6
50.067,18.4
50.0703,22.9
50.0758,20.5
50.0807,19
50.0871,17.7
50.0892,19
50.0945,19.6
50.106,18.6
50.1163,20.6
50.1356,22.4
50.1579,26.1
50.1604,21.8
50.1676,20.2
50.1719,19.1
50.1835,17.7
50.1955,20.1
50.1983,18.8
50.2164,18.8
50.2202,20
50.2319,22.2
50.254,20.2
50.2592,21.7
50.2676,22.6
50.3038,19.8
50.3302,23.4
50.3529,23.2
50.3564,22.2
50.3665,16.7
50.3691,21.2
50.3883,20.1
50.415,18.7
50.4402,20.9
50.4502,44.2
50.496,18.7
50.5023,30.7
50.5046,21.2
50.5052,20.1
50.5086,19.2
50.5196,18.2
50.5254,21.6
50.5314,19.6
50.5357,18.4
50.5438,18.6
50.5715,22.4
50.5992,24.1
50.6077,18.8
50.6124,19
50.6268,20.2
50.6368,16.7
50.682,17.9
50.6931,23.3
50.723,15.4
50.7807,18.1
50.786,18.7
50.7926,17.8
50.7932,23.4
50.7953,23
50.8046,19.2
50.8213,20
50.8234,18.8
50.8299,19.2
50.8331,26.5
50.8336,18.1
50.8487,30.5
50.8547,24.8
50.8857,18.9
50.8876,17.3
50.9156,16.7
50.9198,20.2
50.9221,19.4
50.9227,19.7
50.9469,17.8
50.9633,19.3
51.0026,20.6
51.0161,21.2
51.0234,24.6
51.0277,18
51.0444,18.1
51.0601,20.2
51.0659,22.8
51.0738,21.3
51.1079,23.9
51.1159,20.7
51.1274,27.2
51.1972,25.1
51.2039,40.2
51.2068,18.5
51.2118,17.3
51.2253,19.6
51.2364,20.1
51.2393,17.3
51.2444,24
51.2521,20.5
51.257,20
51.2651,21.2
51.2655,18.1
51.2686,17
51.2826,19.8
51.2904,20.8
51.3103,19.7
51.3355,20.9
51.3428,18.3
51.3618,20.2
51.3669,17.3
51.3718,20.5
51.377,19.7
51.3777,23.9
51.3858,20.3
51.412,26.8
51.4376,25.6
51.4409,20.5
51.4652,18.7
51.4761,22.9
51.4815,19.5
51.4919,21.4
51.5167,21
51.5316,20.3
51.5659,19.2
51.577,23
51.5897,16.8
51.599,17.9
51.6585,25.1
51.6619,22.8
51.6652,19.5
51.7036,19.9
51.7118,18
51.7188,19.9
51.7278,18
51.7481,19.5
51.7702,17.2
