SPECTRUM - MS,
89.RAW,
FTMS - p ESI Full ms [50.00-1000.00],
Scan #: 1-44,
RT: 0.01-1.96,
AV: 44,
m/z,Intensity

50.0102,84.5
50.0137,142.8
50.0156,64.7
50.0163,118.3
50.0181,58.3
50.021,109.2
50.0245,102.9
50.0356,77.7
50.0531,339.4
50.0578,67.6
50.0642,76.6
50.0717,408.5
50.0732,51.6
50.1112,90.3
50.1156,75.8
50.1206,80.4
50.1238,77.9
50.124,100.2
50.1264,85.4
50.1287,90.7
50.1339,368.8
50.1454,87.8
50.161,78.2
50.1649,86.5
50.1688,119
50.1698,35.1
50.1743,70.8
50.1795,57
50.1828,69.8
50.1881,56.8
50.2095,59.7
50.2165,66.8
50.2227,55.6
50.2378,53.5
50.249,81.5
50.2496,71.7
50.2609,113.9
50.2681,216.7
50.2688,107.2
50.2837,58.8
50.2879,428.2
50.308,102.6
50.3104,216.1
50.3241,385.5
50.325,187.1
50.3261,74.3
50.3435,64.6
50.35,73.3
50.3519,79.5
50.3586,65.7
50.3703,59.6
50.3711,95.2
50.3747,90.7
50.3757,110.1
50.376,102
50.3817,82.5
50.3952,65.1
50.397,86.7
50.407,372.1
50.4083,74.1
50.4218,106.1
50.4259,98.5
50.4265,89.7
50.4391,101.3
50.4875,90.7
50.4885,75.8
50.5074,69.8
50.5215,99.1
50.524,89.6
50.5354,68.9
50.566,48.1
50.5701,73.6
50.5778,72.1
50.6183,66.5
50.6354,67.4
50.6379,391.2
50.6453,59.9
50.6539,72.6
50.657,386.9
50.6575,177.7
50.6691,65.9
50.6697,95.6
50.672,59.8
50.6948,27.4
50.6966,74.4
50.7037,79.7
50.7094,71.4
50.713,69.2
50.7232,383.4
50.7425,102
50.7433,32.6
50.7458,115
50.755,53.2
50.7702,51.2
50.7797,333.8
50.7827,89
50.7864,29.5
50.8101,96.1
50.8129,86.9
50.8144,81.1
50.8276,88
50.8349,92.4
50.8365,68.4
50.8372,64.8
50.9068,69.5
50.9156,84.1
50.9181,52.9
50.9198,62.4
50.9231,91.2
50.9303,38.5
50.9337,65.2
50.939,32
50.9487,57.6
50.9645,127.9
50.9655,97
50.9698,70.7
50.9729,121.6
50.9746,75
50.9758,355.8
50.9779,69.3
50.9972,70.1
51.021,87.2
51.0231,250.7
51.0237,324.4
51.0345,74.5
51.0359,76.1
51.0732,377.4
51.0842,65.6
51.0942,68.8
51.1043,73.9
51.1077,62.9
51.1124,87.8
51.1129,86.8
51.1541,82.2
51.1654,110.7
51.1704,57.7
51.1794,65.8
51.2016,109.2
51.2287,117.1
51.234,111.8
51.2343,72.3
51.2365,115
51.2393,366.7
51.2426,65.4
51.2461,78
51.2695,230.5
51.2794,281
51.2943,79.6
51.2978,79.7
51.3019,64.2
51.3304,113.2
51.3365,73.2
51.3536,55.8
51.3599,74
51.3698,83
51.3704,77.9
51.3796,361.3
51.3816,54.1
51.3929,69.8
51.3945,69
51.3963,69.7
51.4015,100.6
51.4021,87.7
51.4034,30.9
51.434,44.6
51.4477,50.7
51.4504,176.3
51.4563,33
51.4578,58.9
51.4589,64.8
51.46,85.9
51.4606,78.9
51.4694,64.5
51.4966,83.1
51.5069,76.1
51.5131,80.3
51.5163,114.1
51.5222,291.4
51.5305,71.9
51.5562,484.5
51.5917,402
51.6159,288
51.6309,66.1
51.6674,444.8
51.676,96.1
51.6814,79.1
51.6985,217
51.703,172.5
51.7039,91.9
51.7134,81.1
51.7161,62.7
51.72,83.8
