SPECTRUM - MS,
305.RAW,
FTMS - p ESI Full ms [50.00-1000.00],
Scan #: 1-45,
RT: 0.01-1.99,
AV: 45,
m/z,Intensity

50.0017,394
50.0115,352
50.0136,70
50.0709,84.1
50.0811,74.1
50.089,77.1
50.0972,110.4
50.1218,32.8
50.1318,109.6
50.135,67.9
50.1357,56.4
50.138,77.1
50.1436,85.3
50.1553,375.3
50.1574,179.4
50.158,83.1
50.1586,411.7
50.1777,108.2
50.1817,77.4
50.2238,148.5
50.2258,110.5
50.2267,203.7
50.2341,116.9
50.2363,190.6
50.2408,58
50.2452,367.4
50.2678,179.7
50.2761,419.6
50.2787,224.1
50.2853,284.7
50.2943,127.7
50.3015,96.5
50.3181,402.5
50.3195,61.8
50.3242,108.3
50.3495,99.2
50.3536,95.4
50.3842,405.7
50.3964,77
50.3981,36.6
50.4018,97.1
50.4116,93
50.4238,66.4
50.4316,61.8
50.4449,29.7
50.4524,161.4
50.454,68.5
50.4658,71.6
50.4991,210.9
50.5046,73
50.5371,25.8
50.5476,383.2
50.5495,53.9
50.5571,89.4
50.5607,65.7
50.5667,70.5
50.5804,65
50.5806,123.6
50.5992,58.1
50.6142,102.1
50.617,130.6
50.6221,90.5
50.6313,88.9
50.6317,78.3
50.6337,71.7
50.6353,27.1
50.6407,66.7
50.6411,54.6
50.6452,133.8
50.6574,116
50.6602,95.7
50.678,192.1
50.6945,54.8
50.7039,61.3
50.704,65.2
50.708,70.7
50.7235,61.4
50.748,66.6
50.7546,166.7
50.7793,64.6
50.7797,77.9
50.781,53.6
50.7856,53.6
50.7997,510.2
50.8007,165.1
50.8014,99.3
50.8139,126.9
50.8193,491.7
50.8231,68.3
50.8235,111.6
50.8293,92.6
50.839,81.7
50.8582,75.8
50.864,412.3
50.8733,91.6
50.8879,48.4
50.8902,97.2
50.8909,72.9
50.8948,72.7
50.9092,106.1
50.9273,81
50.9339,30.7
50.9459,75.3
50.954,86.3
50.9585,101
50.9656,395.2
50.9778,73.9
50.9783,107.6
50.9852,75.3
50.9942,96.4
50.9952,113.4
51.011,226.2
51.0383,75.7
51.0413,74.5
51.0448,369.4
51.0461,23.2
51.0497,27.5
51.0519,99.2
51.0618,484.1
51.0697,108.6
51.0767,72.9
51.0854,100
51.0965,67.9
51.0994,71.4
51.1085,103.7
51.1391,140.3
51.1416,117.4
51.1511,343.2
51.1522,67.3
51.1678,78.3
51.1778,127
51.1794,160
51.1937,127.9
51.1949,147.8
51.2134,78
51.2153,75
51.2232,74.1
51.2263,74.5
51.26,75.5
51.2671,85.8
51.2739,63.7
51.2771,74
51.2815,436
51.2827,66.2
