SPECTRUM - MS,
lav_61.RAW,
FTMS - p ESI Full ms [50.00-1000.00],
Scan #: 1-43,
RT: 0.01-2.00,
AV: 43,
m/z,Intensity

50.0009,36.3
50.0151,42.6
50.0308,35.1
50.0346,34.9
50.0367,31.9
50.0396,34
50.0502,39.5
50.0603,35.7
50.0618,26.7
50.0637,34.6
50.085,35.2
50.0879,34.4
50.1052,49.8
50.1065,36.6
50.1196,27.7
50.122,31.8
50.1239,58
50.1249,31.2
50.1292,71.2
50.1388,68.2
50.1451,26.2
50.1575,31.7
50.1803,47.5
50.2012,31.6
50.2062,77.6
50.2073,68.7
50.2115,45.9
50.2179,34.1
50.2249,28.1
50.2268,29
50.2272,46.4
50.2433,34.6
50.2639,31.4
50.2662,49.5
50.2776,36.6
50.2945,65.4
50.2972,30.9
50.3065,39.8
50.3142,34.4
50.3237,28.8
50.325,60.7
50.3479,33.2
50.3586,43.6
50.3641,25.4
50.3648,63.2
50.4144,25
50.4186,32.4
50.4342,65
50.4507,25.7
50.4541,39.7
50.4576,24.1
50.4773,38
50.4802,30.9
50.4839,59.9
50.4872,32.9
50.4908,26.7
50.4928,31.7
50.503,49.2
50.5039,32.6
50.5189,20.7
50.5197,37
50.5236,35.2
50.5313,42.7
50.5448,53.8
50.5579,57.9
50.5798,45.8
50.5817,25.6
50.5866,33.3
50.5986,33
50.6063,32.3
50.6332,28.2
50.649,36.9
50.6539,36.7
50.6608,35.1
50.6732,23.6
50.6863,31.7
50.6881,64.3
50.6928,41.5
50.7095,33.2
50.7113,35
50.7233,31.7
50.7254,40.1
50.7419,45.9
50.7456,30.3
50.7528,45.4
50.7554,20.6
50.7581,61.9
50.7628,32.5
50.7662,37.2
50.7671,45.3
50.7782,46.5
50.7841,39
50.8035,34.1
50.8121,33.4
50.828,41.1
50.8399,37.1
50.841,36.4
50.8486,63.1
50.8593,26
50.8607,50.1
50.8779,46
50.8819,49
50.8823,29.7
50.9226,44.8
50.9246,52.1
50.9285,32
50.9533,63
50.9562,34
50.9598,27.5
50.9686,43.1
50.9892,28.6
50.9957,30.3
51.0258,42
51.0349,34.9
51.0452,48.8
51.0462,36.8
51.0577,36
51.0669,32.4
51.0759,35
51.0789,33.6
51.0826,28.4
51.0832,38.7
51.1044,30.9
51.1188,49.5
51.1252,28.1
51.1259,42.5
51.1471,52.2
51.155,30.7
51.1727,50.6
51.2158,21.4
51.2224,27.7
51.2409,69.7
51.2481,33.9
51.258,41.7
51.2661,21
51.2734,64.8
51.2837,48.1
51.2925,31.2
51.2975,48.5
51.3268,30.9
51.3284,35
51.3349,39.5
51.3502,35.8
51.3559,27.5
51.3566,45.3
51.3583,65.3
51.3618,32.6
51.3715,33.8
51.3817,36.4
51.3984,31.6
51.4196,31.2
51.4225,36.4
51.4247,86.5
51.4304,35.6
51.4324,37.7
51.4442,30.2
51.4575,41.5
51.4726,37.1
51.4934,35
51.5062,67.2
51.5257,45.6
51.5405,36.9
51.5416,31.6
51.5431,52.9
51.5453,43.7
51.5495,22.5
51.5681,71.4
51.5729,48.8
51.5812,42.5
51.6058,34.9
51.6172,38.2
51.6186,73.3
51.6223,30.7
51.6229,57.9
51.6429,30.6
51.6474,25.9
51.6489,44.8
51.6662,45.8
51.6701,41.1
51.6779,32.3
51.6792,21
51.6894,79.3
51.6968,41.5
51.7051,63.2
51.7098,27.2
51.719,33.7
51.7339,28.2
51.7366,24.8
51.746,37.5
51.748,39.8
51.7495,27.8
51.7828,33.9
51.7847,38.7
51.7863,42.5
51.7903,34.1
51.7915,62.5
51.7954,23.6
51.7959,36.8
51.8076,37.5
51.8125,45.8
51.8233,32.6
51.825,29.6
51.8271,45.8
51.8288,40.4
51.8398,44.6
51.8452,32.5
51.8603,52.4
51.8725,36.4
51.895,41.1
51.9211,20.4
51.9246,29.2
51.9315,38
51.9426,53.6
51.9538,33.1
51.9783,29.6
52.0062,47.9
52.0084,31.4
52.0124,83.5
52.0196,30
52.0224,27.3
52.0314,47.5
52.0318,29.7
52.0388,30.6
52.0415,37.6
52.0508,36.5
52.0663,42.2
52.0709,43.6
52.0733,32.2
52.0815,31.6
52.0891,33.6
52.0896,34.1
52.1063,36.1
52.1183,33.6
52.1347,42.4
52.1373,36.4
52.1552,35.2
52.1559,42.1
52.1639,32.8
52.1698,25
52.1914,39.3
52.2257,31.8
52.2336,34.9
52.2456,37.3
52.2589,55
52.288,27.1
52.2926,37.9
52.2956,36.3
52.2975,31.2
52.2999,32.5
52.3138,36.1
52.3394,41.1
52.3403,66.4
52.3425,29.4
52.3485,45.8
52.3496,22.5
52.3617,31.6
52.3673,22
52.3748,29.5
52.3814,47.1
52.3972,40
52.4078,61.8
52.4356,43.6
52.4435,29.2
52.4866,32.5
52.4879,34.4
52.4976,69.1
52.5029,32.7
52.5219,33.7
52.5238,21.6
52.5325,22.1
52.534,33.6
52.5435,39.1
52.5449,36.6
52.5487,31.7
52.5588,32.1
52.5599,33.3
52.5764,33
52.5784,31.8
52.5884,32.3
52.6067,30.4
52.6089,30.2
52.6138,46.2
52.6256,36.3
52.6352,47.9
52.6403,37
52.6588,34.7
52.6683,35
52.6713,33.3
52.686,46
52.6946,44.1
52.7006,35.6
52.7105,38.5
52.7152,26.5
52.7273,37.2
52.7335,22.3
52.7709,45.9
52.7748,51.8
52.7915,57.2
52.7925,327.7
52.7935,395.4
52.7944,116.9
52.7947,41.3
52.7953,174.3
52.7955,199.6
52.7966,274.1
52.797,144.1
52.7985,156.9
52.7993,70.5
52.7997,98.8
52.8,105.5
52.8267,31.5
52.8353,29.8
52.8491,89.5
52.8547,37.5
52.8641,39.1
52.8724,29.9
52.8985,25.6
52.9033,45.2
52.9149,93.5
52.9221,33
52.9289,34.6
52.9541,29.1
52.9806,24.8
52.9873,37.8
52.9964,33.8
52.997,28.1
52.999,50.7
53.0043,29.6
53.0062,38.5
53.0363,31.1
53.0373,59.5
53.0743,35.4
53.0797,48.5
53.0875,28.5
53.0896,31.2
53.1061,38.1
53.1125,41.8
53.1132,37.9
53.1148,54.9
53.1149,65.9
53.1252,62.1
53.1377,65.5
53.139,34.9
53.1417,33.5
53.146,30.1
53.1483,31.9
53.1501,33.5
53.1583,25.1
53.1592,32.8
53.161,32.8
53.176,28.1
53.2011,36.4
53.2129,35.4
53.2279,32.5
53.251,27.7
53.2644,42.9
53.2716,39.9
53.2749,38.7
53.2807,24.2
53.287,31.4
53.29,65.3
53.2927,52.4
53.3139,29.5
53.3322,56.5
53.3578,41.1
53.3621,44.2
53.3976,33.2
53.4015,31.9
53.403,46.9
53.4085,39.5
53.4338,28.8
53.441,39
53.4617,28.7
53.4694,34.7
53.4742,34.3
53.4954,44.4
53.5112,33
53.5141,49.1
53.5247,43.6
53.5472,35.5
53.5591,35.8
53.5595,54.6
53.5628,35.2
53.5751,29.7
53.5821,42.8
53.5843,39.9
53.5852,28.6
53.6005,37.7
53.642,62
53.6492,30.7
53.6675,64.2
53.6685,26.4
53.6774,38.8
53.6848,49
53.6928,35.8
53.6989,29.2
53.7026,36.3
53.7099,28.7
53.71,29.6
53.7102,35.1
53.7185,26.9
53.7208,38.3
53.723,26.4
53.7437,53.8
53.7556,32.7
53.7583,46.7
53.7739,37.5
53.7779,46.4
53.778,48.6
53.7795,97.5
53.794,54.1
53.7979,42.5
53.8157,33.9
53.8464,35.6
53.855,44.2
53.8687,42.8
53.8764,50.5
53.9209,55.7
53.9324,27.1
53.9625,28.5
53.9899,48.8
53.9991,29.8
53.9996,27
54.0016,36.2
54.019,27.5
54.0261,32.1
54.034,34.1
54.0402,20.9
54.0476,31.8
54.0594,26.9
