SPECTRUM - MS,
lav_QC_2.RAW,
FTMS - p ESI Full ms [50.00-1000.00],
Scan #: 1-42,
RT: 0.01-1.97,
AV: 42,
m/z,Intensity

50.0083,53.6
50.0296,26.9
50.0485,33.5
50.0596,43.9
50.0646,28.9
50.1299,51.7
50.1407,32.2
50.1648,63.2
50.1965,29.8
50.1995,23.7
50.2095,56.9
50.2162,28.6
50.2203,26
50.2376,26.4
50.2481,31.2
50.2781,114.2
50.3035,40.8
50.3086,41.4
50.3207,26.3
50.3356,34.8
50.3513,29.2
50.3516,64
50.3568,41.1
50.3626,26.2
50.374,39.2
50.3912,39.4
50.4051,32.2
50.4449,40.5
50.4657,101.5
50.4669,79.8
50.5028,30.5
50.5148,95.3
50.5199,28.4
50.5339,37.1
50.5377,39
50.5414,23.2
50.5509,30.6
50.558,41.1
50.5647,30.1
50.5789,28.6
50.5843,24.5
50.5853,42.1
50.5994,30.8
50.6017,40.3
50.6069,33.3
50.6123,105.1
50.6229,27.8
50.6508,40.7
50.6578,28.6
50.6609,25.6
50.6631,40.2
50.6837,27.8
50.693,36.4
50.7049,25.9
50.7074,50
50.7094,30.5
50.7219,38.5
50.7251,34.4
50.7287,32.7
50.7311,35.3
50.7413,30.3
50.7441,29.4
50.7522,28.6
50.7563,37.1
50.7632,25.8
50.7782,30.5
50.7882,28.6
50.7898,41
50.8058,29.1
50.8063,31.8
50.8231,45.1
50.8245,48.4
50.832,29.5
50.8362,33.5
50.838,34.2
50.8399,28.8
50.841,36.3
50.8587,30.9
50.8688,27.3
50.8782,28.6
50.9186,25.9
50.9875,35.3
51.0229,25.1
51.0514,33.3
51.0598,30.7
51.0764,65.5
51.0794,22.4
51.0926,25.4
51.1306,38.4
51.1311,39.5
51.1414,27.5
51.144,43.3
51.154,28.2
51.1573,31.6
51.1612,26.4
51.1621,55.9
51.1626,24
51.175,41.8
51.1898,38.7
51.1927,52.5
51.2032,63.3
51.2097,32.6
51.2213,39.6
51.2262,40.2
51.2436,32.4
51.2538,29
51.2639,51.7
51.303,33.7
51.3076,27.3
51.3202,47.1
51.321,44.5
51.3244,29.9
51.327,34.8
51.3322,43.7
51.3406,44.9
51.3478,30.9
51.3536,29.6
51.3583,47.6
51.3745,23.6
51.3888,32.1
51.3911,21
51.4096,44.2
51.4212,26.2
51.4236,39
51.4397,26.1
51.4445,39.4
51.4501,54.9
51.4574,40.1
51.4598,32.6
51.4606,62.9
51.4623,31.5
51.463,62.5
51.4736,45.1
51.502,38.5
51.5112,30.7
51.535,35
51.5414,36.6
51.543,56.5
51.5856,42.1
51.5871,106.7
51.5905,49.6
51.6174,27.9
51.6185,26.3
51.6484,24.6
51.6642,38
51.6881,23.5
51.7061,26.9
51.7152,30
51.7157,68.5
51.7358,48.2
51.7415,34
51.7426,24
51.7699,37.5
51.7728,62.2
51.7751,21.2
51.7773,32.8
51.778,41
51.7941,32.6
51.8061,48.2
51.812,48.2
51.8164,45.6
51.821,28
51.836,25.1
51.8471,41.3
51.8473,38.8
51.8475,42.6
51.8487,29.9
51.8535,27.8
51.8564,22.7
51.8636,28.1
51.8667,41.2
51.8904,60.5
51.8928,52.2
51.9081,42.4
51.9136,47.1
51.927,29.4
51.9344,29.8
51.9579,35.6
51.9745,47.9
51.9973,33.4
52.0113,32.7
52.0404,36.5
52.0465,29.5
52.0548,28.2
52.0588,32.7
52.0663,85.7
52.0773,35.5
52.0835,30.6
52.0935,50.7
52.1044,28.5
52.1059,28.9
52.1157,31.7
52.123,66.3
52.1391,35.3
52.1418,45
52.1966,52.3
52.2089,34.6
52.2138,41.4
52.217,40.1
52.2311,32.1
52.2529,51
52.2552,29.3
52.2887,31
52.2937,37.7
52.3047,26.8
52.3177,27.9
52.3289,40.2
52.3353,31.4
52.3371,44.2
52.3573,55.7
52.3756,64.9
52.3794,34.5
52.3821,33.7
52.4056,27.1
52.4212,40.6
52.4258,48.2
52.4285,27.1
52.4542,34.6
52.4577,39.4
52.4653,26.5
52.4931,45.4
52.4987,30.8
52.5014,25.1
52.5047,31.8
52.5239,27
52.5297,43.1
52.5322,26.4
52.5477,28.1
52.566,31
52.5727,51.8
52.5734,26.8
52.582,39.3
52.6084,42.6
52.6131,42.3
52.6415,34.4
52.642,31.9
52.6629,43.9
52.6637,35.8
52.666,28.2
52.6859,38.1
52.6884,40.4
52.6908,51.3
52.7095,41.1
52.7106,28.6
52.7182,101.4
52.7188,42.6
52.7515,26.1
52.7535,23.5
52.763,26.4
52.7634,26.3
52.7662,46.8
52.7724,28.5
52.7829,50.8
52.7836,78.2
52.7841,85.6
52.7849,142.4
52.7854,283.5
52.7858,448.1
52.7863,225.3
52.7865,242
52.7869,121.9
52.7875,577.7
52.7886,35.4
52.789,89.1
52.7908,32.7
52.7969,53.4
52.8084,32.3
52.8354,33.5
52.8401,42.5
52.842,64.3
52.8515,51.8
52.8606,45.6
52.9047,49.3
52.9078,47
52.9097,32.5
52.9445,42.3
52.9453,30.6
52.9668,34.3
52.9723,25.9
52.9725,24.5
52.9881,30.1
53.0001,34.9
53.0026,46.8
53.0066,108.1
53.0281,31.6
53.0476,26
53.0551,37.5
53.0868,42.5
53.099,38.1
53.1047,24.7
53.1117,56.9
53.1535,31.4
53.1702,61.8
53.171,108.1
53.1727,28.7
53.1867,25
53.2189,36.9
53.2472,27.9
53.2501,42
53.2513,59.7
53.2558,29.8
53.2803,60.7
53.2846,101.2
53.2976,27.2
53.3039,38.9
53.3058,26.7
53.3357,27.2
53.3404,36.7
53.3433,32.6
53.3451,62.3
53.3585,41.8
53.3884,35.9
53.3972,39.6
53.3996,37.1
53.4103,45.1
53.4228,30.6
53.4288,34.1
53.4352,47.4
53.4381,48.9
53.4421,57
53.4426,40.9
53.4643,31.3
53.4676,44.4
53.4755,49.1
53.478,45.9
53.4793,40.6
53.4874,28.5
53.5085,55.6
53.511,29.3
53.524,56.8
53.5374,24.3
53.5681,46
53.57,42.9
53.5921,30
53.599,30.8
53.5994,27.3
53.6039,41.8
53.616,36.7
53.6207,46
53.6365,28.9
53.6532,32.1
53.6535,38.9
53.6602,54.6
53.6831,41.5
53.6973,35.8
53.7068,33.3
53.7139,39.5
53.7257,28.9
53.7597,29.2
53.7613,67.5
53.766,23
53.7938,38.5
53.8331,45.9
53.8407,29
53.87,45.3
53.876,87.3
53.9054,44.7
53.9072,28.3
53.9113,29.2
53.914,27.7
53.9219,40.7
53.9263,35.6
53.9265,33.6
53.9545,30.5
53.966,35.1
53.9683,70.2
53.9716,43.4
53.9817,56.1
53.9871,28.5
53.993,54.2
53.9936,28.2
54.0062,30.3
54.0117,54
54.0247,32
54.0263,49.2
54.03,37.5
54.0365,28.6
54.0429,25.9
