SPECTRUM - MS,
QC_7.RAW,
FTMS - p ESI Full ms [50.00-1000.00],
Scan #: 1-45,
RT: 0.01-1.99,
AV: 45,
m/z,Intensity

50.0024,61.1
50.0253,82.1
50.0291,67.1
50.0331,64
50.0522,84.7
50.0609,66
50.075,95
50.0858,61.3
50.0933,29.6
50.0939,446.5
50.0965,88
50.1113,53.9
50.1343,58.9
50.1511,64.6
50.1534,83.4
50.156,87.5
50.1634,63.9
50.1753,265.8
50.19,145.2
50.1915,28.5
50.1968,285.7
50.2021,56.7
50.2088,99.1
50.2136,75.7
50.2181,193.5
50.22,142.9
50.2299,415
50.2309,82.6
50.2519,85.9
50.2704,62.4
50.2909,59.6
50.3067,58.5
50.3135,77.5
50.3214,53.6
50.3279,92.1
50.3348,71
50.3359,262.8
50.3428,51.8
50.3583,452
50.3731,50.4
50.3783,140.3
50.383,60.8
50.3852,47.4
50.3936,59
50.3955,372.1
50.4043,254.4
50.406,374.5
50.4089,417
50.4127,134.7
50.4153,195
50.4166,129.4
50.4173,476.7
50.4358,91.2
50.4415,283.7
50.4426,207.1
50.452,357.2
50.4529,168.2
50.4567,140.4
50.4726,55.4
50.4782,122
50.4812,91.5
50.4884,317.6
50.5013,72.5
50.5051,113
50.5056,54.9
50.5061,390.7
50.5091,444.6
50.5123,51.3
50.5276,67
50.5289,497.4
50.5338,284.8
50.5407,245.3
50.5636,74
50.5645,150.1
50.5685,96.1
50.5745,319
50.5856,318.2
50.5959,85
50.5977,558
50.6094,26.8
50.632,317.1
50.6336,55.5
50.6366,106
50.6518,440
50.6572,272.7
50.6602,61
50.6816,225.3
50.6876,56.1
50.6979,534.9
50.7048,132.1
50.707,72.7
50.7076,279
50.7256,125.8
50.7347,88.4
50.7544,61.8
50.7682,91.7
50.7698,65.7
50.7705,102.4
50.7831,70.4
50.7911,63.9
50.8023,61.3
50.8129,70
50.8252,57.3
50.8384,58.9
50.839,55.4
50.8428,98.8
50.8484,85.9
50.8517,440.7
50.8567,446.8
50.8632,101.1
50.8906,441.1
50.9004,59.5
50.91,274
50.9203,64
50.925,68.6
