SPECTRUM - MS,
QC_5.RAW,
FTMS - p ESI Full ms [50.00-1000.00],
Scan #: 1-45,
RT: 0.01-1.99,
AV: 45,
m/z,Intensity

50.0029,68.3
50.0165,110.5
50.0317,76.1
50.0369,77.4
50.0472,475.3
50.0484,234.6
50.0553,75.6
50.0558,397.4
50.0736,161
50.0832,125.1
50.0849,438.6
50.0876,157.8
50.0922,395.8
50.1034,341.7
50.105,176.4
50.114,77.4
50.125,281.4
50.14,289.8
50.1441,287.2
50.1523,63.3
50.1609,70.8
50.1616,345.1
50.1681,266.1
50.1735,127.2
50.2244,113.6
50.2413,115.3
50.2426,142.9
50.2544,294.5
50.2605,125.2
50.2671,76.5
50.2767,117.7
50.2836,74.4
50.2875,334.9
50.2944,113.1
50.2966,161.4
50.327,58
50.3399,52.8
50.3539,71.5
50.3568,126.9
50.3712,68.3
50.3849,57.8
50.4091,95.8
50.4314,77
50.4473,355
50.4506,61.8
50.4693,210.5
50.4811,53
50.4954,217
50.519,72.6
50.5363,69.4
50.5565,68.1
50.5582,60.7
50.5721,308.3
50.5815,114.7
50.5838,63.1
50.5851,70.3
50.5894,58.6
50.5927,119.7
50.5943,154.1
50.5977,61.7
50.6124,78.1
50.651,85.5
50.655,53.7
50.6576,59.7
50.6697,244
50.6733,327.4
50.6743,288
50.6787,74.9
50.6803,55.6
50.6839,85.3
50.6877,63.4
50.6911,482.1
50.6924,288
50.6994,262.1
50.7025,316.4
50.704,69.9
50.7057,127
50.7086,154.8
50.7297,102
50.7561,79.5
50.7568,66.8
50.7582,430.9
50.7612,68.2
50.7629,260.7
50.7675,82.9
50.7774,65.2
50.7825,192.5
50.7983,159.9
50.8055,162.2
50.8671,103.5
50.8722,179.5
50.8785,101.5
50.882,47.2
50.8922,76.3
50.8983,288.8
50.8985,401.8
50.8986,246.2
50.9089,390.6
50.9183,339.3
50.9228,69.5
50.9529,70.7
50.9559,106.9
50.9575,104.4
50.9612,81.2
50.9722,85
50.9764,353.7
50.9862,181.5
50.9962,68.8
50.9972,67.6
50.9988,71
51.0142,226.3
51.018,78.9
51.0209,392.7
51.0212,95.1
51.033,146.7
51.0422,98.4
51.0443,223.4
51.0497,60.4
51.0624,66.4
51.0842,63.8
51.0885,378.3
51.0914,88.9
51.0953,101
51.1036,275.4
51.1366,120.2
51.1394,200.5
51.1569,114.2
51.1823,113.7
51.1833,57.6
51.1962,413.5
51.2026,426.5
51.2173,134.9
51.2394,120.3
51.2471,99.8
51.2657,82.8
51.2672,95.2
51.2785,122.3
51.279,154.7
51.2803,264.5
51.301,119.8
51.3099,92.7
51.3155,51.2
51.3159,273.8
51.3362,481.5
51.3538,153.4
51.3598,343.3
51.3723,67.6
51.3802,539.9
51.381,289.1
51.3865,104.8
51.4371,58.7
51.4733,55
51.475,227.6
51.4772,132.5
51.4804,64.6
51.4852,83.1
51.4866,111.1
51.4987,344
51.5049,335.7
51.5073,89.4
51.547,53
51.5511,57.8
51.552,62.5
51.5593,94.1
51.5707,54.5
51.5757,406.7
51.5812,178.4
51.5883,153.3
51.595,118.5
51.6135,102.3
51.6149,62.2
51.6199,104
51.6276,69.6
51.6369,74.6
51.6488,51.6
51.6561,58.5
51.6625,71.7
51.663,146.9
51.6659,128.5
51.6753,110.9
51.6793,59.2
51.688,64.7
51.6883,105
51.7022,85.2
51.7095,93.8
51.7101,374.8
51.7112,64.9
51.7147,57.9
51.721,62.9
51.7219,105.3
51.759,103.7
51.7605,403.8
51.769,69.4
51.7705,83.7
51.7856,392.7
51.7881,110.7
51.7963,59.6
51.8067,291.4
51.8141,64.2
51.8363,53.9
51.8445,55.1
51.8447,68.5
51.8448,67.3
51.8504,62.3
51.8509,55.2
51.8577,83
51.8592,163.7
51.8662,97.5
51.8684,308.7
51.8703,117.3
51.8895,241.5
51.8914,146.5
51.8959,360
51.9267,115.6
51.9368,72.2
51.9432,161.3
51.948,178.4
51.958,71
51.9654,61
51.9693,325.8
51.9773,68.4
