SPECTRUM - MS,
lav_1420.RAW,
FTMS - p ESI Full ms [50.00-1000.00],
Scan #: 1-43,
RT: 0.01-1.98,
AV: 43,
m/z,Intensity

50.0449,39.5
50.0516,22.1
50.0543,41.6
50.0773,33.9
50.0834,37.1
50.092,46.9
50.1049,36
50.1365,47.4
50.1369,84.7
50.1428,34.3
50.1439,32.5
50.1452,37.5
50.1755,33.6
50.176,38.5
50.2023,33.4
50.2116,46.4
50.2129,37.1
50.2297,58.1
50.2341,41.2
50.2555,33.9
50.2726,33.6
50.2835,42.1
50.2956,32.8
50.3106,41.9
50.3131,41.4
50.3203,39.4
50.337,43.5
50.3424,40
50.3625,36.1
50.3863,59.3
50.3978,42.3
50.4076,25
50.4143,41.1
50.4156,41.3
50.4208,45.6
50.43,40.6
50.4317,28.3
50.4506,88.4
50.4569,31.9
50.4617,26.5
50.4739,37.6
50.5015,54.9
50.5306,34
50.5601,51.8
50.5684,48.1
50.6101,53
50.6196,45.5
50.6329,43.4
50.6353,29.1
50.6363,42.1
50.6479,22.6
50.6597,35.1
50.6722,44.9
50.6758,34.1
50.6818,34.7
50.6879,55.8
50.6906,34.4
50.6922,34.8
50.6978,46.9
50.7015,45.3
50.708,50.5
50.7114,32.4
50.7202,41
50.7224,44.1
50.7618,24.1
50.7711,34.8
50.778,58.1
50.7841,40.5
50.8104,37.3
50.8199,40.3
50.8243,37.7
50.8291,40.8
50.8355,35.5
50.8356,42.1
50.8358,29
50.8611,49.8
50.8856,46.7
50.8983,84.9
50.9056,21.8
50.9207,20.5
50.9229,37.5
50.9246,36.6
50.9327,33.3
50.9444,33.1
50.9592,55.7
50.961,38.9
50.9616,39.8
50.9662,39.7
50.9728,39.9
50.9965,26.9
51.0175,24.4
51.0247,43.8
51.0263,32
51.0444,54
51.063,33.9
51.0675,35.8
51.0701,61.7
51.0832,51.1
51.1141,36.1
51.1191,29.3
51.1367,36.5
51.1373,60.4
51.1447,42.1
51.1507,36.2
51.1761,24.5
51.1835,44
51.1973,49
51.2092,40.4
51.2125,32.9
51.2179,44.6
51.224,36.7
51.2701,40.7
51.2744,60.6
51.2872,50
51.3048,35.4
51.3142,36.9
51.3394,54.7
51.3446,44.4
51.3516,49.5
51.3552,30.4
51.3575,36.5
51.372,43.3
51.3867,38.5
51.3885,34.6
51.3889,77.4
51.42,38.2
51.4495,34.7
51.4546,35.8
51.4553,35.2
51.4687,35.5
51.4727,38.6
51.4876,34
51.5136,43.8
51.5209,48.4
51.5228,85.7
51.5389,39
51.5395,43
51.5583,45.2
51.5836,60.4
51.613,32.9
51.6137,22.5
51.6193,41.8
51.6218,39
51.6253,41.8
51.63,40.3
51.6391,39.9
51.6537,32.9
51.6599,38.6
51.6676,76.3
51.6759,34.4
51.6778,37.6
51.6842,63.3
51.6851,36.3
51.6872,41.6
51.6925,85.7
51.6962,43
51.6992,31.1
51.7279,39
51.7351,46.2
51.7419,64.4
51.7422,53.1
51.7468,50.5
51.771,37.4
51.7942,36.9
51.8013,40.1
51.8024,42.9
51.8109,35.3
51.8237,41.3
51.8249,37.8
51.8365,37.3
51.842,39.9
51.8696,57.3
51.8697,58.4
51.8744,59.3
51.8772,33.8
51.8811,55.8
51.9183,34.2
51.964,52.7
51.9699,41.1
51.9719,39
51.9908,32.4
52.003,39.4
52.0159,53.9
52.0164,31.3
