SPECTRUM - MS,
QC_2.RAW,
FTMS - p ESI Full ms [50.00-1000.00],
Scan #: 1-45,
RT: 0.01-1.99,
AV: 45,
m/z,Intensity

50.0017,58.9
50.021,124.9
50.0342,104.8
50.0399,84.4
50.0583,78.9
50.0661,373.1
50.0807,116.7
50.0964,79.1
50.0967,244.5
50.1034,64.7
50.1047,68.5
50.1231,91.7
50.1279,91.6
50.1399,119.6
50.1453,393.4
50.1621,57.9
50.1634,71
50.1665,52.6
50.1755,214.1
50.1757,81.5
50.1987,59.7
50.2076,124.7
50.2172,71.9
50.2447,82.2
50.2588,178.1
50.2602,63.7
50.2652,62.6
50.2677,119
50.2887,357.7
50.2891,424.9
50.2907,437.2
50.3081,686.1
50.3221,83.6
50.3232,108.4
50.3308,231.1
50.3315,213.7
50.3352,92.6
50.347,69.2
50.3541,89.4
50.355,93.1
50.3622,189
50.3738,130.3
50.3778,81.6
50.4034,35.4
50.4035,36.1
50.406,75.9
50.4081,64.8
50.4122,85.5
50.4304,435.9
50.4377,72.4
50.4447,228.6
50.4474,101.8
50.4515,109.2
50.4581,80.3
50.4708,62.6
50.4772,83.5
50.4815,345.2
50.4867,126.7
50.4943,109
50.5091,464.9
50.5384,73.8
50.5464,107.6
50.549,66.2
50.5496,78.7
50.5534,105
50.5541,76.1
50.5691,99.1
50.5748,81
50.5911,62.9
50.5977,474.4
50.6018,99.2
50.6075,40.4
50.6086,89.4
50.613,231.3
50.6137,79.1
50.6144,801.7
50.6233,57.9
50.6238,60.8
50.6242,76.3
50.6272,412.2
50.6291,74.9
50.6309,345.8
50.634,77.8
50.6392,50.8
50.6554,122.1
50.6574,59.2
50.6635,69.5
50.6724,168.6
50.6776,444.5
50.6805,61.3
50.6906,98.8
50.6967,208.8
50.7009,129.5
50.705,131.2
50.7088,57.9
50.7344,126.5
50.7347,390.2
50.7449,134.4
50.757,237.3
50.759,85.4
50.7665,178.7
50.7855,102.7
50.7893,118.6
50.8021,132.4
50.8082,421.6
50.8196,356.3
50.8204,75.2
50.829,101.8
50.8369,200.4
50.8437,90.3
50.8573,387.5
50.8578,60.3
50.8615,175.4
50.8643,71.2
50.9051,196.7
50.9228,96.5
50.93,98
50.9406,104.8
50.9559,58
50.9566,81.7
50.9573,73.5
50.9577,234.5
50.9748,59
50.9974,70.3
51.0057,101.6
51.0162,111.8
51.0209,209
51.0256,65.9
51.0421,201.8
51.0816,101.1
51.0821,79.6
51.0976,107.2
51.1224,82.1
51.1313,168.3
51.1326,65.8
51.1469,85.5
51.1517,98.2
51.1644,514.8
51.1818,68.5
51.2063,69.1
51.245,103.4
51.2534,81
51.285,96.1
51.32,137.3
51.3246,100.2
51.3491,310
51.356,165.3
51.364,119
51.3897,56.7
51.3981,83.6
51.4266,81.3
51.4331,109.6
51.5203,84.7
51.5302,65.8
51.5442,43.8
51.5538,77.2
51.5564,73.4
51.5576,59.2
51.5685,58.5
51.5745,76.1
51.5888,96.6
51.6105,542.4
51.6167,86.6
