SPECTRUM - MS,
lav_QC_5.RAW,
FTMS - p ESI Full ms [50.00-1000.00],
Scan #: 1-43,
RT: 0.01-1.99,
AV: 43,
m/z,Intensity

50.0048,40
50.0097,36.3
50.034,32.2
50.0374,31.5
50.0419,44.2
50.0428,31
50.0664,52.6
50.0771,35.2
50.081,32.7
50.0878,40.1
50.0943,46.4
50.0948,18.2
50.1316,16.2
50.1319,38
50.1516,16.4
50.1521,33.4
50.1535,57
50.156,103.6
50.1669,53.4
50.2105,34.3
50.2218,52.2
50.2416,38.1
50.284,32
50.2936,52.9
50.309,34.7
50.3139,114.1
50.3144,40.6
50.3363,31
50.339,75.4
50.3552,55.4
50.3576,71.6
50.3581,56.1
50.3657,65.5
50.3749,41.9
50.3764,68.7
50.392,41.3
50.3957,53.3
50.407,32.4
50.4209,25.2
50.4374,33.4
50.4378,50.4
50.4448,42
50.4673,59.8
50.4821,44.1
50.4988,20.3
50.5191,58.5
50.5247,34.3
50.5286,26.9
50.5474,51.8
50.5724,48
50.5755,72.7
50.5766,26.5
50.5831,67.8
50.5859,52.4
50.5901,36.2
50.5933,31.8
50.5955,62.3
50.6052,51.8
50.6089,35.3
50.6177,28
50.6213,64.2
50.6222,34.2
50.6419,26.6
50.6421,29.3
50.6508,38.6
50.6586,47.3
50.6708,15.7
50.676,47
50.6796,62.9
50.6979,76.8
50.6986,46.4
50.7078,43.2
50.7163,44.1
50.7239,63.3
50.7325,24.3
50.7338,45.2
50.7391,44.8
50.747,17.2
50.7557,60.8
50.7608,27.2
50.7695,44.7
50.7788,35.8
50.7968,38.5
50.7995,36.6
50.8199,28.4
50.8258,43.4
50.8264,32
50.8527,36.6
50.8544,33.9
50.8557,16.5
50.8706,14.7
50.8723,51.2
50.8744,55.3
50.9021,34.1
50.9131,27.4
50.9184,82.6
50.9239,49.1
50.9374,71.3
50.9425,36.6
50.95,54.6
50.9563,27.3
50.9732,56
50.9938,33.1
50.9951,47.3
50.9981,18.1
51.0057,27.7
51.0059,46.6
51.0096,33.7
51.0156,40.2
51.0239,38.1
51.0333,44.2
51.0368,39.9
51.047,25.2
51.0642,47.5
51.0651,34
51.0805,46.8
51.0816,47.3
51.0891,38.3
51.0976,44.7
51.1009,81.6
51.1027,96.6
51.142,15.4
51.153,53.5
51.16,34.5
51.1682,47
51.1684,46.4
51.1834,54.1
51.1849,40.2
51.1852,31.8
51.1907,25.8
51.2199,52.6
51.2444,44.5
51.2461,36.9
51.2474,36.3
51.2503,36.9
51.2813,36.7
51.2879,48.8
51.2965,36.8
51.2993,30.4
51.3009,47.8
51.3232,37.8
51.3242,34
51.326,16.2
51.3393,36.7
51.3657,16.9
51.3746,45.5
51.3946,59.8
51.4096,17.4
51.4196,28.3
51.4277,25.8
51.439,33.3
51.4505,52.6
51.4723,54.1
51.4921,38.9
51.5144,76.2
51.5268,45.7
51.531,54.9
51.5333,45.6
51.5351,39.5
51.5612,26.1
51.564,88.3
51.5661,52.3
51.5784,138.7
51.5865,45
51.6042,26.9
51.6078,32.6
51.6181,42.2
51.6642,31.1
51.6729,33.4
51.6793,34.3
51.6997,28.6
51.7128,33.5
51.7155,36
51.7221,51
51.7352,17
51.768,114
51.7699,35.1
51.79,20.9
51.7956,35.6
51.7972,55.6
51.8066,38.1
51.8294,51.2
51.8325,25.2
51.8474,64.9
51.862,29.3
51.8704,23.1
51.8809,38.4
51.8862,31.9
51.892,33.9
51.9012,45.2
51.9053,79.6
51.9241,54.9
51.9278,26.5
51.9327,40.9
51.9341,36.7
51.9348,34.4
51.9416,79.7
51.9503,47.2
51.9656,31.8
51.9715,77.2
51.9779,45.1
51.9862,32.9
52.0042,38.1
52.0147,32.4
52.0184,68.9
52.0488,45.6
52.0646,40
52.0672,27.7
52.0735,36.6
52.0741,37.3
52.0822,46.9
52.0942,33.3
52.0977,94.7
52.1196,17.6
52.1352,34.4
52.1484,84.9
52.1651,41
52.1681,37.5
52.174,62.2
52.186,57.9
52.1961,44.4
52.202,38.2
52.2055,29.7
52.2099,62.3
52.2107,89
52.2118,24
52.2235,31
52.246,41
52.2464,46.7
52.2519,37.6
52.2552,48.5
52.259,30.5
52.2637,16.6
52.2661,47.4
52.2677,50.7
52.2742,35.5
52.2745,65.8
52.2751,35.6
52.2784,30.8
52.2857,49.1
52.3024,36.1
52.3123,43.4
52.3149,42.5
52.3272,31.2
52.3312,42.3
52.3346,53.5
52.3416,39.5
52.3466,56.2
52.3598,26.7
52.3628,39.6
52.391,17.1
52.3997,46
52.4163,35.9
52.4179,27.3
52.4261,60
52.4474,67.2
52.4688,52.4
52.5014,33.8
52.5218,34
52.5418,50
52.549,36.6
52.5589,29.7
52.5592,71.2
52.5626,49.1
52.5714,44.2
52.5846,43.9
52.5902,72.9
52.602,44.6
52.6312,34.5
52.6356,42.9
52.6379,30.3
52.6546,34.4
52.6562,43.7
52.6638,37.6
52.671,53.2
52.6753,48.9
52.6828,36.3
52.7134,103.9
52.7143,39.5
52.7225,44.5
52.7239,45.3
52.7372,17.9
52.7377,41.8
52.7412,37.3
52.742,33.8
52.7484,51.3
52.7552,105.1
52.7679,66
52.7691,192.9
52.7696,479.4
52.77,244
52.7706,317.2
52.7715,432.2
52.7723,98.8
52.7728,146.6
52.7732,111
52.7741,287.1
52.7757,52.3
52.7769,49.9
52.808,47.3
52.8126,49.8
52.8161,16.2
52.8232,32
52.8234,46.8
52.8295,42.1
52.8463,32.8
52.8743,43.2
52.8811,91
52.8821,35.7
52.8834,73.9
52.8861,48.5
52.8867,34.5
52.9137,38.4
52.9211,47.1
52.9368,35.3
52.9399,48.9
52.9405,36.2
52.9433,45.2
52.9457,39.3
52.961,88.4
52.9677,45.9
52.9709,50.7
52.9898,26.8
53.0491,30.2
53.0511,46.1
53.0531,65.9
53.0551,34
53.0859,26.1
53.0866,35.8
53.0873,51
53.088,61.5
53.0903,36.3
53.0918,27.7
53.1142,52.2
53.1511,30.8
53.1556,64.7
53.1744,44.4
53.2001,39.8
53.204,19
53.2076,51.6
53.2118,30.2
53.2132,30.8
53.2187,38
53.225,29.8
53.2499,25
53.2566,59.6
53.2848,82.4
53.305,74.2
53.3264,49.8
53.3336,38
53.3472,38.3
53.3479,87.7
53.3536,35.5
53.3581,36.9
