SPECTRUM - MS,
lav_QC_6.RAW,
FTMS - p ESI Full ms [50.00-1000.00],
Scan #: 1-43,
RT: 0.01-1.98,
AV: 43,
m/z,Intensity

50.0017,67.2
50.0025,41.6
50.003,49.6
50.0058,46.3
50.0082,38.5
50.012,46.2
50.0477,73.3
50.085,41.7
50.0961,72.3
50.1138,46.2
50.1157,34.3
50.1262,34.8
50.1469,62.6
50.1771,39.8
50.1927,59.9
50.1989,36.6
50.2025,45.9
50.2097,38.8
50.221,45.2
50.2639,49.8
50.2665,66.9
50.3013,40.3
50.3214,40.8
50.338,50.1
50.3413,36.8
50.344,67.8
50.3455,42.5
50.3459,26.5
50.3477,88.4
50.3515,39.6
50.357,39.4
50.3599,19.7
50.3793,66.8
50.3883,61.2
50.3976,43.7
50.4052,41.2
50.4078,41.9
50.4215,52.3
50.4267,49.3
50.4278,68.5
50.43,47.6
50.4377,51
50.4435,23.2
50.4454,63.8
50.4607,46.5
50.4732,59.9
50.4854,62.4
50.4968,38.5
50.4987,48.6
50.5206,25.5
50.5493,45.5
50.5517,40.8
50.5576,47.5
50.5612,43.8
50.5705,27.6
50.5946,33.9
50.603,34.9
50.6054,62.2
50.6061,69.2
50.6212,39
50.6331,38.2
50.6372,79.8
50.6414,69.8
50.6708,43.9
50.6808,43.8
50.687,45.4
50.708,42
50.7326,32.4
50.7625,37.5
50.7767,44.6
50.794,84
50.8252,60.7
50.8378,43.8
50.8452,37.8
50.8498,48
50.8818,51.9
50.9212,58.2
50.9225,38.1
50.9525,56.2
50.9911,41.8
51.0048,44.9
51.011,41.5
51.0129,23.5
51.0438,50.6
51.0474,42
51.0622,52.2
51.0644,36
51.066,42.9
51.0834,45.1
51.0899,42.6
51.0918,58
51.097,42.2
51.0991,14.6
51.1009,49.3
51.136,58.2
51.1367,36.6
51.1437,35.6
51.1543,36
51.1578,23.5
51.1712,41.1
51.1792,38.7
51.1851,33.7
51.1855,48.8
51.1881,36.1
51.1904,53.6
51.2076,39.7
51.2515,45.3
51.2579,46.4
51.2618,47.1
51.2657,44.6
51.2696,42
51.2729,63.8
51.3002,48
51.3164,59.6
51.3256,69.1
51.3557,45.6
51.3669,17.4
51.3689,55
51.3728,50.3
51.4001,55.8
51.4454,70.7
51.4625,80.1
51.4705,58.2
51.4972,41.2
51.5008,30
51.5178,40
51.5283,30.4
51.5293,44.4
51.5346,53.6
51.5416,31.5
51.5513,64
51.5699,31.8
51.5721,40.6
51.611,45.5
51.6222,63.6
51.6227,44.3
51.626,33.3
51.6292,57
51.6414,30.1
51.6595,68.8
51.6669,40
51.7001,75.8
51.7147,55.9
51.7154,23.1
51.7459,42.9
51.7608,69.6
51.7618,32.5
51.7678,37.7
51.7767,53
51.7792,37.6
51.8055,51.4
51.8092,13.9
51.8095,17.7
51.8128,47.4
51.8231,41.1
51.8541,37
51.8545,21.2
51.8573,48.3
51.858,34.9
51.859,55.1
51.8602,38.5
51.8742,45.4
51.8842,42.3
51.9298,43.1
51.9349,39.5
51.9404,53.4
51.945,42.6
51.9521,36
51.9559,44.8
51.9671,46.2
51.9832,44.1
52.0167,59.2
52.0184,32
52.021,73
52.0262,47.7
52.0516,25.9
52.0543,37.2
52.0571,38.5
52.0614,32.5
52.0621,44.4
52.0686,76.4
52.0795,37.7
52.0867,61
52.1027,39.4
52.1078,59.9
52.129,23
52.142,39.8
52.1508,77.7
52.1604,42.6
52.1605,54.9
52.1606,39.2
52.1682,42.9
52.1921,37.3
52.1948,32.1
52.1984,39
52.2123,35.4
52.2143,43
52.2251,64
52.2464,32.6
52.2601,73.6
52.2647,42.3
52.2986,52.9
52.3049,48.3
52.3107,37.1
52.3197,34.6
52.3329,48.1
52.3448,39.1
52.3525,35.6
52.3656,30.7
52.3913,51.6
52.3976,41.7
52.399,36.9
52.405,46.1
52.4174,39.5
52.4734,53.3
52.4748,39.4
52.4838,43.8
52.4946,42
52.4993,15.8
52.5321,33.3
52.5367,56.8
52.5536,61.8
52.5588,41.2
52.5778,51.2
52.5876,62.8
52.5906,23.9
52.6053,56.1
52.6137,73.7
52.6358,32.3
52.6475,40.6
52.6497,40.1
52.6583,100
52.6593,47.8
52.6628,48.3
52.676,23.7
52.6771,46.9
52.6782,58.3
52.709,44.1
52.7162,35
52.743,42.5
52.7465,45.6
52.7485,60.7
52.7566,41.2
52.7581,63.2
52.7602,46.9
52.7778,69.4
52.7802,254.7
52.7807,253.2
52.7813,157.7
52.7817,311.7
52.7822,439.9
52.7829,287.7
52.7914,38.1
52.7983,33.7
52.8034,43.2
52.8088,40.7
52.8224,43
