SPECTRUM - MS,
QC_8.RAW,
FTMS - p ESI Full ms [50.00-1000.00],
Scan #: 1-45,
RT: 0.01-1.99,
AV: 45,
m/z,Intensity

50.0072,81.6
50.0202,61.2
50.0291,209.3
50.0394,59
50.0415,235.7
50.0525,49.7
50.0592,122.3
50.0722,111.9
50.0858,74.5
50.0899,166.8
50.0925,276.4
50.0931,298.7
50.1207,57.7
50.1282,364.7
50.1387,67
50.1422,202.4
50.1588,78.4
50.1618,304.5
50.1819,104.9
50.2052,150.9
50.2183,309.3
50.2197,401.2
50.2237,389
50.2255,87.1
50.2328,79.4
50.2345,35.9
50.2381,97.9
50.2395,94.5
50.2501,80.1
50.2593,80.2
50.2598,64.7
50.2858,84.2
50.3092,70.2
50.3141,246.3
50.3145,470.7
50.3363,98.7
50.3445,162.2
50.345,265.6
50.353,351.2
50.3614,104.5
50.3638,111.8
50.378,78.7
50.3786,84.5
50.3875,62
50.3999,75.2
50.4203,101.5
50.4215,71.7
50.4579,70
50.4589,124.6
50.4776,61.6
50.4921,118.5
50.5242,70.8
50.5413,98.9
50.5438,80.3
50.5558,84.9
50.5564,143.7
50.5628,102.6
50.5679,66.6
50.5798,88.2
50.5841,101.3
50.5899,100.1
50.5954,103.8
50.5991,88.2
50.617,62.7
50.6585,161
50.6621,137.7
50.6637,168
50.6961,122.1
50.702,156.2
50.7178,97.8
50.7385,37.7
50.7452,92.8
50.7463,88.8
50.7526,147.7
50.7602,227.7
50.7686,310.1
50.7693,52.4
50.7699,91
50.775,54.4
50.7953,146.6
50.7968,124.6
50.8258,94
50.8288,146.3
50.8344,120.4
50.8357,582.6
50.8377,306.2
50.8526,263
50.8656,59.4
50.8835,56.6
50.8854,120.7
50.8864,311
50.9058,431.2
50.9068,73.1
50.9167,81.4
50.9273,105.9
50.9512,110.5
50.9847,237.5
50.9948,152.4
50.9998,105.3
51.0079,379.3
51.0154,328.7
51.0328,145.6
51.04,77.3
51.0426,62.5
51.0552,62.9
51.067,79.5
51.0682,92
51.0947,125
51.1029,50
51.1069,433
51.1205,77.1
51.1342,222.7
51.1482,369.3
51.1504,92.2
51.1514,118.5
51.1659,74.2
51.1703,69.2
51.1876,85.2
51.1908,91.1
51.198,81.4
51.2377,73.8
51.2533,103.2
51.2572,70.2
51.2677,94
51.271,233.7
51.2754,125.5
51.2786,93
51.2953,69.4
51.3061,62.6
51.3113,285.3
51.3189,87.4
51.3264,112
51.3281,235.3
51.3475,430.4
51.3503,84.6
51.3635,280.7
51.3869,84.8
51.3905,30.6
51.3962,90.9
51.4014,303.6
51.4384,77.8
51.4488,362.3
51.4563,85.7
51.4666,83.7
51.4717,79.6
51.4831,58.7
51.497,76.4
51.5163,56.9
51.5201,121.7
51.5261,91
51.5264,300.9
51.5279,77.6
51.5329,69.4
51.5371,104.9
51.5374,63.9
51.5483,73.6
51.5533,87.6
51.559,87.6
51.5615,375.4
51.5646,88.9
51.5805,78.5
51.5847,235.1
51.5941,182
51.6026,76.5
51.6048,91.8
51.6058,81.5
51.6115,85.1
51.625,81.5
51.6289,59.4
51.6339,84.3
51.6415,101.2
51.6423,386.3
51.6501,71.5
51.6617,342.2
51.7057,82.7
51.7252,111.2
51.7662,70.6
51.7667,245.1
51.7862,49.6
51.7893,60.6
51.7936,142.1
51.8107,63.6
51.8249,63.2
51.8427,95.6
51.844,271.5
51.8484,71.1
51.853,100.9
51.8701,89.6
51.8787,101.6
51.886,74.5
51.8878,79.7
51.8909,475.4
51.892,62.9
51.895,535.2
51.896,100.6
51.8979,85.1
51.9209,90
51.9351,82.9
51.9422,51.1
51.9466,78
51.9471,57.3
51.9651,103.6
51.9666,73.6
51.9689,97
51.9727,84.3
51.9746,63.5
51.9804,90.4
51.9819,95.4
52.0027,117.7
