SPECTRUM - MS,
654.RAW,
FTMS - p ESI Full ms [50.00-1000.00],
Scan #: 1-45,
RT: 0.01-2.00,
AV: 45,
m/z,Intensity

50.0016,54
50.0045,53.8
50.0079,54.9
50.0332,356.5
50.0427,44.5
50.0645,72
50.0709,46.8
50.074,55.6
50.0938,81.7
50.1057,61.3
50.1131,88.6
50.129,77.1
50.1309,46
50.1321,51.7
50.1675,48.6
50.1684,50.9
50.1862,60.8
50.2,196
50.2222,105.1
50.2269,301.8
50.2339,341
50.2521,53.6
50.2609,40.8
50.262,40.4
50.2653,51.1
50.2994,389.4
50.311,86.8
50.3146,71.3
50.3336,122.8
50.335,92.7
50.3383,55.5
50.3548,82.4
50.3596,59.4
50.3654,85.3
50.3727,66.5
50.3741,601.1
50.3823,40.7
50.4016,137.1
50.405,123.5
50.4107,86.2
50.4196,114.6
50.4308,53.8
50.4437,69.8
50.4439,85.8
50.4483,109.3
50.4551,426.3
50.4565,111.1
50.4795,88.1
50.4913,68.6
50.4933,48.3
50.4992,91.9
50.5031,73.6
50.5066,38.9
50.514,296.8
50.5211,406.3
50.5237,41.7
50.536,56.2
50.5373,62
50.5381,238.4
50.5442,386
50.5891,395.5
50.5951,71
50.6018,86.9
50.6056,59.3
50.606,488.4
50.607,411.2
50.6094,406.9
50.6192,69.5
50.6302,200.7
50.6305,64.4
50.6419,177
50.6473,92.9
50.6496,47.4
50.6559,171.2
50.6639,161.8
50.6665,53.9
50.6725,90.4
50.6732,268.3
50.682,399.7
50.6842,54.4
50.6976,109
50.7211,52
50.7275,175.1
50.7386,107.3
50.7536,50.7
50.755,274
50.7563,46.5
50.7567,42.9
50.7591,45.6
50.761,81.7
50.7725,44.1
50.7788,236.3
50.791,61.4
50.8152,53.6
50.8416,99.2
50.8419,345.3
50.8434,87.4
50.8494,81.6
50.8557,362
50.8619,49.5
50.8622,425.7
50.8658,97.7
50.8663,79.6
50.879,56.5
50.8804,288.7
50.8902,107.8
50.8912,418.8
50.9086,61.7
50.9183,48.6
50.9187,65.6
50.9212,439.1
50.9272,260.6
50.9294,490.8
50.9358,130.9
50.9382,53.2
50.9505,515.1
50.9601,46.5
50.9925,39.9
51.0008,298.7
51.0019,74.8
51.006,45.2
51.0066,59.6
51.0136,232.2
51.0187,67.1
51.0218,408.1
51.0252,63
51.026,349.1
51.0282,447.9
51.0327,97.8
51.0424,216
51.0507,433
51.0568,136.6
51.0681,83.2
51.0786,401.3
51.0971,97.1
51.1178,477.3
51.1383,54.1
51.1457,108.1
51.154,521.7
51.1564,61.8
51.1714,190.6
51.1749,35.6
51.1812,45.8
51.1884,46.1
51.1905,326.1
51.1958,74.8
51.201,131.4
