SPECTRUM - MS,
lav_1007.RAW,
FTMS - p ESI Full ms [50.00-1000.00],
Scan #: 1-43,
RT: 0.01-1.98,
AV: 43,
m/z,Intensity

50.0046,37.7
50.0133,50.2
50.0217,40.9
50.0281,41.8
50.049,20.1
50.053,41
50.0601,43.4
50.0644,54.9
50.0741,64.9
50.0883,49.4
50.0921,39.3
50.0958,43
50.1268,46.7
50.1361,46.3
50.1511,22.2
50.1694,41.2
50.1885,20.3
50.2004,77.7
50.2302,35.2
50.2397,33.9
50.2415,55.6
50.2462,40.3
50.2592,47.1
50.2609,38.9
50.2787,48.4
50.2945,40.8
50.2952,33.5
50.2999,40.1
50.3019,45.8
50.3041,50.7
50.3183,40.8
50.3303,33.5
50.3496,41.3
50.354,17.9
50.3581,48.1
50.3601,44
50.3656,37.2
50.3814,47
50.4111,61.6
50.4174,33.8
50.4229,41.8
50.4252,39.5
50.4376,44.9
50.4499,24.4
50.4657,45.5
50.4681,53.1
50.4758,48.4
50.4762,36.8
50.4804,44.4
50.4889,17.3
50.4929,37.2
50.494,43.4
50.5082,41.9
50.5242,35.7
50.5308,62.5
50.531,79.9
50.5405,58.9
50.5675,36.4
50.5982,47.1
50.5986,40.8
50.5988,42.7
50.5999,41.3
50.6155,23.7
50.6395,44
50.6479,36.9
50.6534,17.1
50.6684,67.6
50.6734,40.7
50.6798,48.1
50.697,40
50.7119,40.9
50.7356,43.4
50.7365,20.5
50.7478,21.2
50.7497,25.5
50.7523,44.4
50.7527,60
50.7534,39
50.7578,43.8
50.7608,42.5
50.7657,33.4
50.7773,40.1
50.7852,21.1
50.7877,40.3
50.7968,43.4
50.8097,50
50.8114,37.5
50.8151,42.5
50.8577,39.3
50.8616,61.4
50.8651,53.6
50.8779,49.3
50.8812,19.1
50.908,48.6
50.9113,41.5
50.9152,36.7
50.9162,69.5
50.9312,54
50.9485,40.2
50.9772,47.7
50.9875,39.3
50.9965,38.9
51.016,41.4
51.021,41.8
51.0417,35.6
51.0477,41.9
51.0596,61.3
51.0624,57.9
51.0749,48.9
51.075,46.7
51.0752,21.5
51.0789,49.9
51.0934,39.5
51.0963,44
51.104,54.7
51.1059,52.7
51.1143,54.2
51.1199,36.9
51.1732,41.8
51.1903,27.8
51.1969,44.4
51.2115,56
51.2153,38.2
51.2242,24.9
51.2262,34.5
51.272,56.7
51.3179,38.7
51.3354,46.4
51.3452,43.1
51.3654,38.9
51.3701,39.5
51.3881,38.4
51.4017,44
51.4183,36.5
51.4186,42.1
51.4326,43.9
51.4335,38.4
51.4378,38.4
51.4529,18.9
51.4756,46.2
51.4793,40.7
51.482,49
51.4907,63.1
51.5023,43.2
51.5054,40.1
51.512,35.8
51.5127,38.6
51.5338,41.8
51.5364,48.2
51.5396,26.5
51.5413,48.1
51.5475,50.6
51.5725,24.8
51.5823,38.9
51.6045,38.3
51.6054,102.3
51.6063,35.4
51.6079,45.5
51.6174,16.7
51.618,50.4
51.6233,44
51.6244,55.1
51.6249,60.4
51.6299,37.4
51.6374,41.6
51.641,52.8
51.6509,19.5
51.6513,55.6
51.6683,36.6
51.675,54.2
51.6789,49.8
51.7109,53.4
51.7113,34.6
51.7155,31.9
51.7339,22.5
51.7509,49
51.7663,54.4
51.773,34.6
51.775,34.3
51.7884,46.2
51.8079,40.9
51.8137,46.3
51.8295,67.8
51.8367,23.7
51.8447,32.7
51.8456,48
51.8477,47
51.853,50.9
51.8545,64
51.8552,34.6
51.8564,38.3
51.8573,44.9
51.8665,52
51.8708,39.3
51.8712,45.5
51.8724,37.4
51.8786,42.2
51.8861,31.6
51.8916,39.2
51.8993,43.1
51.9335,32
51.9532,49.1
51.9709,53.9
51.9816,35.4
52.0161,48.3
52.035,41.6
52.0368,41.7
52.0376,74.9
52.0518,37.9
52.0567,28.3
52.0581,34.3
52.072,44
52.0736,41.5
52.0834,38
52.0846,38.3
52.085,37.6
52.1013,34.8
52.1031,45.2
52.1132,42.2
52.1291,48.3
52.1322,42.7
52.1339,40.8
52.1416,41.8
52.152,45.6
52.1547,60
52.1614,56.8
