SPECTRUM - MS,
lav_1004.RAW,
FTMS - p ESI Full ms [50.00-1000.00],
Scan #: 1-43,
RT: 0.01-2.00,
AV: 43,
m/z,Intensity

50.0004,37.3
50.0049,79.2
50.0173,71.7
50.0405,39.6
50.0574,23.5
50.0598,40.2
50.0706,29
50.071,42.4
50.0972,22
50.1306,75.5
50.1508,35.3
50.1586,19.2
50.1594,44.5
50.1601,15.2
50.1613,30.6
50.1707,76.5
50.1735,71.5
50.1784,33.5
50.1794,73.2
50.1883,16
50.2002,77.6
50.2037,17.7
50.2181,43.7
50.2293,77
50.2329,40.8
50.2446,35.5
50.2776,41.1
50.2811,34.5
50.2844,89.3
50.2868,35.2
50.293,21.1
50.294,27.4
50.2954,39.6
50.3041,33.7
50.3078,32.9
50.318,65.9
50.3492,41.5
50.3508,34.6
50.3554,80.1
50.3602,39.3
50.3884,64.6
50.3906,31.7
50.3908,47
50.3965,36.7
50.412,27.9
50.4169,31.4
50.423,40.6
50.4333,15.7
50.4482,30.4
50.4498,38.5
50.4509,41.2
50.4554,32.1
50.4633,33.7
50.4714,71.1
50.5495,41.4
50.5529,30.9
50.579,38.8
50.5928,31.1
50.6029,38.8
50.6163,32.9
50.6206,27.9
50.6264,36.4
50.6277,72.6
50.6337,40.8
50.6366,42.4
50.6561,65.2
50.6779,37
50.7009,33.5
50.7075,42.1
50.7161,69.6
50.7244,33.9
50.7541,35.8
50.7878,49.1
50.8073,21.3
50.8089,41.7
50.822,34.2
50.823,16.5
50.8252,33.7
50.8301,33
50.8585,37
50.8615,38.8
50.8741,37.3
50.8779,68.5
50.8956,33.6
50.9164,75.3
50.9201,35.9
50.9406,36.8
50.9469,42.2
50.95,37.6
50.9549,49.6
50.9678,32.8
50.9826,40.4
50.9869,22.5
51.0038,52
51.0044,26.8
51.0308,36.9
51.033,79.4
51.038,37.5
51.0407,19
51.0466,31.6
51.0495,36.2
51.058,37.7
51.0589,29.6
51.0652,69
51.0874,33.5
51.1068,22.4
51.1074,30.4
51.1205,42.6
51.1337,61.6
51.1355,36.8
51.1795,33.2
51.1964,51.7
51.2057,32
51.2113,31.1
51.2165,36.5
51.2224,34.9
51.2405,15.2
51.2492,75.1
51.2602,17.4
51.2609,66
51.263,19.8
51.2785,45.1
51.2799,40.8
51.2813,29.2
51.2969,32.6
51.2988,36.3
51.304,40.3
51.3052,34.9
51.3078,36.7
51.3169,16.2
51.3463,46.2
51.3601,43.5
51.4043,39.7
51.421,53.6
51.4216,40.5
51.4246,35
51.4287,31.8
51.4451,61.5
51.4568,73.5
51.4726,54.3
51.4819,33.2
51.4838,80.5
51.4857,64.4
51.4954,42.8
51.4982,46.7
51.5133,71.5
51.5242,40.4
51.5296,23.2
51.5334,41.2
51.5399,45.9
51.5542,41
51.568,35
51.5699,70.5
51.5745,30.1
51.5951,90
51.601,45.5
51.6021,34.5
51.6025,40.2
51.6353,33.5
51.6379,37.4
51.6449,33.1
51.6558,37
51.6597,64.7
51.6636,41.1
51.6663,40.3
51.6683,46.1
51.6734,38.6
51.6986,45.2
51.7109,77.6
51.7192,69.9
51.721,42.5
51.7266,34.2
51.7327,73.3
51.7496,45
51.7575,39.3
51.7731,37
51.7756,39.7
51.7884,17.4
51.7921,30.7
51.8038,31.6
51.8039,30.1
51.8041,88.8
51.8075,37.4
51.8361,70.2
51.838,31.5
51.8389,42.2
51.8658,15.9
51.8717,35.6
51.8739,36.2
51.8896,35.6
51.892,38.6
51.9095,43.5
51.9335,29.4
51.9344,40.5
51.9416,42.6
51.9493,30.4
51.9593,32.8
51.9814,26.4
52.0022,41.5
52.0048,38.2
52.0303,34.2
52.042,81.2
52.0515,39.4
52.0657,39.9
52.0706,37.3
52.0706,38.6
52.0913,20.3
52.1041,34.6
52.1153,33.1
52.1253,37.6
52.1297,45.1
52.1308,43.7
52.1477,37.6
52.1584,37.6
52.1718,30.8
52.179,76.9
52.1814,53.6
52.1928,30.3
52.1941,43.5
52.2019,56.2
52.2119,40.7
52.2197,50
52.2389,32.7
52.2744,51.9
52.2835,39.1
52.3053,32.1
