#"-ESI Scan (rt: 0.055-1.018 min, 80 scans) Frag=175.0V wash6B.d "
#Point,X(Thompsons),Y(Counts)
0,50.0006,4.21869087219238
1,50.0040,20.1139717102051
2,50.0082,13.779070854187
3,50.0107,35.6399574279785
4,50.0158,5.18286180496216
5,50.0211,15.3137454986572
6,50.0237,10.4219989776611
7,50.0267,33.4565849304199
8,50.0314,5.00802516937256
9,50.0396,27.9014377593994
10,50.0461,8.94542407989502
11,50.0497,15.2091732025146
12,50.0564,19.3497505187988
13,50.0603,11.6790065765381
14,50.0638,4.38800525665283
15,50.0713,4.99230098724365
16,50.0754,9.81237316131592
17,50.0780,9.76257514953613
18,50.0840,9.66143417358398
19,50.0903,10.7089138031006
20,50.0933,5.81861257553101
21,50.0967,20.1343479156494
22,50.1021,19.0266723632813
23,50.1063,21.4562950134277
24,50.1113,18.007251739502
25,50.1159,4.13265323638916
26,50.1211,16.1049003601074
27,50.1258,11.6616525650024
28,50.1292,4.56253099441528
29,50.1338,16.8733062744141
30,50.1393,15.9192991256714
31,50.1460,29.840051651001
32,50.1507,15.1488780975342
33,50.1548,4.27345180511475
34,50.1580,10.2841825485229
35,50.1630,4.61294364929199
36,50.1696,21.1454963684082
37,50.1738,14.3326749801636
38,50.1783,26.6888980865479
39,50.1814,15.7046508789063
40,50.1884,16.1311225891113
41,50.1916,4.70463275909424
42,50.1945,26.9638824462891
43,50.1982,20.2535133361816
44,50.2043,4.9523401260376
45,50.2076,16.7116641998291
46,50.2114,20.6837692260742
47,50.2149,5.06358194351196
48,50.2178,18.1870002746582
49,50.2211,30.5741081237793
50,50.2267,25.6116943359375
51,50.2307,14.5212936401367
52,50.2360,19.5515174865723
53,50.2415,5.42467308044434
54,50.2485,10.4203128814697
55,50.2526,14.2857036590576
56,50.2561,10.6123485565186
57,50.2588,9.75243854522705
58,50.2649,21.6617336273193
59,50.2718,7.96120452880859
60,50.2753,11.0333662033081
61,50.2775,4.59921884536743
62,50.2812,20.7825813293457
63,50.2842,9.47080039978027
64,50.2879,10.5482320785522
65,50.2920,8.77470874786377
66,50.2982,9.41428184509277
67,50.3015,17.4695110321045
68,50.3042,4.03286266326904
69,50.3134,10.242977142334
70,50.3164,15.3458614349365
71,50.3211,11.3441801071167
72,50.3268,10.2565326690674
73,50.3341,23.7236137390137
74,50.3409,19.1932830810547
75,50.3448,4.73600006103516
76,50.3516,9.95276355743408
77,50.3561,21.9057903289795
78,50.3613,27.7084293365479
79,50.3687,17.9650917053223
80,50.3742,19.2165546417236
81,50.3774,9.22059631347656
82,50.3798,9.15602874755859
83,50.3852,21.3690376281738
84,50.3900,10.625862121582
85,50.3940,13.0409641265869
86,50.3963,11.0865631103516
87,50.4004,19.2172050476074
88,50.4043,15.4096803665161
89,50.4076,6.2775993347168
90,50.4146,9.24113655090332
91,50.4186,5.6232442855835
92,50.4255,13.781641960144
93,50.4292,4.14491415023804
94,50.4320,5.69809341430664
95,50.4368,12.5368099212646
96,50.4468,14.5688810348511
97,50.4544,17.0711231231689
98,50.4596,4.88906240463257
99,50.4663,11.6546840667725
100,50.4699,8.9987850189209
101,50.4744,8.91599464416504
