#"-ESI Scan (rt: 0.053-1.015 min, 80 scans) Frag=175.0V 4B.d "
#Point,X(Thompsons),Y(Counts)
0,50.0006,4.42687320709229
1,50.0036,14.2877826690674
2,50.0083,10.6070737838745
3,50.0126,7.77197027206421
4,50.0165,8.30533027648926
5,50.0230,11.5090360641479
6,50.0270,3.71279835700989
7,50.0300,7.88533020019531
8,50.0348,11.7541999816895
9,50.0385,11.3517408370972
10,50.0433,12.6431846618652
11,50.0532,3.56597781181335
12,50.0582,3.13923072814941
13,50.0640,4.22654008865356
14,50.0683,7.63775157928467
15,50.0737,14.7980365753174
16,50.0790,7.85215902328491
17,50.0855,2.85867881774902
18,50.0905,17.2225379943848
19,50.0936,2.81351351737976
20,50.0991,4.51829624176025
21,50.1020,2.66716456413269
22,50.1044,13.6074571609497
23,50.1097,3.15401792526245
24,50.1127,17.3204612731934
25,50.1151,9.32654285430908
26,50.1186,7.00416088104248
27,50.1273,9.27066516876221
28,50.1346,16.0036964416504
29,50.1430,2.96627807617188
30,50.1480,17.4261817932129
31,50.1510,3.68036508560181
32,50.1585,6.06324005126953
33,50.1682,6.0889253616333
34,50.1770,4.88203763961792
35,50.1807,11.6590089797974
36,50.1887,5.87519264221191
37,50.1961,14.5554990768433
38,50.1997,6.78909778594971
39,50.2039,6.24707412719727
40,50.2084,19.4195976257324
41,50.2117,8.1920862197876
42,50.2146,20.4904670715332
43,50.2188,8.10438060760498
44,50.2217,3.21808671951294
45,50.2254,10.394495010376
46,50.2283,3.13316679000854
47,50.2390,16.6327018737793
48,50.2423,7.10241603851318
49,50.2499,6.06122875213623
50,50.2529,4.15468740463257
51,50.2590,8.23604583740234
52,50.2640,23.9388313293457
53,50.2670,2.71136355400085
54,50.2706,17.8973484039307
55,50.2741,6.19489574432373
56,50.2782,11.7454633712769
57,50.2850,11.136251449585
58,50.2883,4.06849193572998
59,50.2933,12.4742460250854
60,50.2964,9.1044864654541
61,50.3001,3.44217157363892
62,50.3037,7.01258993148804
63,50.3075,4.90034961700439
64,50.3109,6.07814836502075
65,50.3151,20.6364345550537
66,50.3177,5.18573045730591
67,50.3283,18.7282104492188
68,50.3330,5.74790000915527
69,50.3380,16.6680297851563
70,50.3417,8.64626884460449
71,50.3474,17.6939182281494
72,50.3518,3.94524908065796
73,50.3546,16.9718818664551
74,50.3599,24.284740447998
75,50.3626,7.21031188964844
76,50.3786,13.3051681518555
77,50.3841,8.8588924407959
78,50.3890,6.80105972290039
79,50.3972,4.41416645050049
80,50.4077,7.89664459228516
81,50.4128,17.8233947753906
82,50.4177,14.9922971725464
83,50.4217,6.61582183837891
84,50.4257,14.6476192474365
85,50.4280,5.92394924163818
86,50.4307,3.15485548973084
87,50.4339,24.2074222564697
88,50.4381,4.06580591201782
89,50.4463,2.79912900924683
90,50.4507,3.34417343139648
91,50.4537,10.5057601928711
92,50.4677,9.52782154083252
93,50.4713,3.27519226074219
94,50.4761,18.4638595581055
95,50.4840,18.3144340515137
96,50.4910,9.47091484069824
97,50.4998,24.5034332275391
98,50.5043,13.1722011566162
99,50.5100,13.2673892974854
100,50.5143,8.05603218078613
101,50.5187,2.70148992538452
102,50.5226,3.08587288856506
103,50.5260,7.43747329711914
104,50.5303,20.7595958709717
105,50.5347,17.835901260376
106,50.5386,5.87438297271729
107,50.5484,5.31701326370239
108,50.5579,19.9177494049072
109,50.5626,22.3694591522217
110,50.5658,2.96251821517944
111,50.5719,5.87772035598755
112,50.5754,12.8088865280151
113,50.5798,2.69181036949158
114,50.5848,8.45290470123291
115,50.5883,9.7786808013916
116,50.5966,2.6929087638855
117,50.6029,9.98690509796143
118,50.6070,11.4185695648193
119,50.6115,12.0658445358276
120,50.6147,2.89955353736877
121,50.6198,17.937671661377
122,50.6264,4.81919002532959
123,50.6300,20.2516422271729
124,50.6329,3.50848460197449
125,50.6391,8.84106254577637
126,50.6454,2.98072290420532
127,50.6497,11.3993091583252
128,50.6568,5.63760423660278
129,50.6602,3.45059514045715
130,50.6679,14.3905515670776
131,50.6728,2.70267844200134
132,50.6779,10.2636747360229
133,50.6814,4.73037195205688
134,50.6849,10.2591047286987
135,50.6878,6.8891806602478
136,50.6925,7.40725421905518
137,50.6959,5.54297733306885
138,50.6994,9.38264274597168
139,50.7075,3.29586839675903
140,50.7141,2.57522320747375
141,50.7191,12.2751779556274
142,50.7240,10.1363544464111
143,50.7283,3.63979601860046
144,50.7327,5.55800771713257
145,50.7354,5.31798028945923
146,50.7401,5.291015625
147,50.7446,5.36533546447754
148,50.7481,7.71290302276611
149,50.7506,7.73859310150146
150,50.7568,13.7351760864258
151,50.7595,7.17347240447998
152,50.7649,5.1015625
153,50.7684,3.1896276473999
154,50.7766,31.0794887542725
155,50.7863,4.4877233505249
156,50.7893,8.80575847625732
157,50.7942,8.1482572555542
158,50.8084,26.4161930084229
159,50.8140,2.62379026412964
160,50.8166,4.26538467407227
161,50.8207,6.85602569580078
162,50.8265,3.86327624320984
163,50.8366,17.7891292572021
164,50.8406,8.27504920959473
165,50.8448,5.01253652572632
166,50.8479,3.27501821517944
167,50.8531,6.52338266372681
168,50.8590,2.6225163936615
169,50.8631,8.44151782989502
170,50.8653,5.39618062973022
171,50.8700,11.1155338287354
172,50.8756,13.2804489135742
173,50.8782,9.95707702636719
174,50.8817,13.0576305389404
175,50.8860,10.7581510543823
176,50.8906,14.4226655960083
177,50.8970,2.57773971557617
178,50.9001,11.8277139663696
179,50.9043,2.65908312797546
180,50.9077,5.06012487411499
181,50.9107,5.72202968597412
182,50.9146,3.33440732955933
183,50.9207,4.12125015258789
184,50.9236,8.4689769744873
185,50.9268,3.68128132820129
186,50.9316,3.26262021064758
187,50.9364,5.54050493240356
188,50.9421,7.64506244659424
189,50.9482,11.5196781158447
190,50.9528,8.35457801818848
191,50.9612,13.8024806976318
192,50.9662,15.4885787963867
193,50.9700,3.07400274276733
194,50.9753,12.2966289520264
195,50.9820,6.97603702545166
196,50.9860,3.58647274971008
197,50.9891,17.0874290466309
198,50.9951,2.79552793502808
199,51.0017,3.27653622627258
200,51.0063,11.3802509307861
201,51.0109,10.2210178375244
202,51.0200,6.41562509536743
203,51.0247,20.1821537017822
204,51.0288,11.70689868927
205,51.0361,24.4806327819824
206,51.0384,5.69853496551514
207,51.0429,9.93994331359863
208,51.0472,5.1765308380127
209,51.0497,5.60537242889404
210,51.0541,8.28658008575439
211,51.0575,6.65175724029541
212,51.0619,9.04173374176025
213,51.0671,12.0442581176758
214,51.0723,2.71666669845581
215,51.0763,9.83000755310059
216,51.0842,9.19226741790771
217,51.0870,28.5838260650635
218,51.0898,5.09954023361206
219,51.0959,22.7312469482422
220,51.1042,3.95677065849304
221,51.1085,12.1610870361328
222,51.1148,6.06704425811768
223,51.1211,5.51249980926514
224,51.1287,10.5784940719604
225,51.1357,3.25969457626343
226,51.1398,3.47583079338074
227,51.1486,10.524019241333
228,51.1551,2.87660670280457
229,51.1624,4.90550184249878
230,51.1656,3.33694982528687
231,51.1690,2.65159559249878
232,51.1737,2.96413612365723
233,51.1772,7.21025705337524
234,51.1803,10.6818265914917
235,51.1847,14.541033744812
236,51.1910,18.4334716796875
237,51.1974,2.95196437835693
238,51.2003,21.6168022155762
239,51.2042,6.91309070587158
240,51.2096,5.79326295852661
241,51.2136,13.1092729568481
242,51.2160,5.9580717086792
243,51.2212,20.5857906341553
244,51.2255,11.1046199798584
245,51.2290,3.78086280822754
246,51.2521,7.33432006835938
247,51.2558,2.7938380241394
248,51.2629,7.8865647315979
249,51.2654,13.4757051467896
250,51.2709,6.73829793930054
251,51.2776,14.3384304046631
252,51.2841,23.745662689209
253,51.2906,6.46393871307373
254,51.2987,3.59909296035767
255,51.3024,16.7546119689941
256,51.3057,14.5082607269287
257,51.3094,6.21544170379639
258,51.3129,13.7699413299561
259,51.3170,9.48978996276855
260,51.3221,10.0168466567993
261,51.3268,23.0700855255127
262,51.3313,8.91036796569824
263,51.3366,16.3557186126709
264,51.3416,3.98155474662781
265,51.3455,11.7592887878418
266,51.3535,11.3454942703247
267,51.3576,8.34735012054443
268,51.3610,8.65086650848389
269,51.3637,4.04783344268799
270,51.3717,5.50727367401123
271,51.3758,21.9503135681152
272,51.3825,17.0939426422119
273,51.3869,11.2417507171631
274,51.3933,14.1613216400146
275,51.3977,10.3269472122192
276,51.4025,12.7924728393555
277,51.4076,3.28893280029297
278,51.4116,6.07553577423096
279,51.4158,15.3749284744263
280,51.4203,3.79080271720886
281,51.4280,13.2681579589844
282,51.4383,10.9771356582642
283,51.4424,10.3809270858765
284,51.4468,5.88889932632446
285,51.4499,7.48116827011108
286,51.4535,2.84228730201721
287,51.4578,9.25862312316895
288,51.4642,17.4181251525879
289,51.4675,13.0936489105225
290,51.4729,4.37802505493164
291,51.4858,14.2130002975464
292,51.4947,2.6592013835907
293,51.4975,2.87806153297424
294,51.5031,11.2833986282349
295,51.5088,6.18061304092407
296,51.5141,9.58624649047852
297,51.5224,22.6756172180176
298,51.5334,12.9279117584229
299,51.5398,11.1910581588745
300,51.5452,4.46094989776611
301,51.5513,17.6501350402832
302,51.5557,18.7177982330322
303,51.5592,3.14668917655945
304,51.5627,19.0085868835449
305,51.5668,8.09705924987793
306,51.5705,3.83894300460815
307,51.5759,10.25022315979
308,51.5828,3.02120065689087
309,51.5897,5.91721200942993
310,51.5994,12.4084568023682
311,51.6067,8.81279563903809
312,51.6140,6.55808544158936
313,51.6166,3.65504789352417
314,51.6236,9.07437610626221
315,51.6274,3.83760404586792
316,51.6304,4.83536005020142
317,51.6341,5.42552089691162
318,51.6369,5.0180344581604
319,51.6413,3.61098623275757
320,51.6459,5.86393642425537
321,51.6515,18.4999694824219
322,51.6546,9.93937969207764
323,51.6574,15.8699741363525
324,51.6615,9.70429801940918
325,51.6687,6.40605640411377
326,51.6752,17.8134250640869
327,51.6804,3.67015981674194
328,51.6862,9.29765510559082
329,51.6953,6.341796875
330,51.7010,12.0535612106323
331,51.7064,6.41998434066772
332,51.7114,15.4359455108643
333,51.7154,14.9991025924683
334,51.7236,12.8588695526123
335,51.7305,6.57902431488037
336,51.7352,11.1470890045166
337,51.7386,21.4714050292969
338,51.7420,4.07940816879272
339,51.7456,5.87715435028076
340,51.7525,22.1030673980713
341,51.7629,6.45272922515869
342,51.7685,15.0057926177979
343,51.7719,4.86221599578857
344,51.7762,6.81510019302368
345,51.7802,9.44755744934082
346,51.7838,13.7841520309448
347,51.7908,8.0816068649292
348,51.7976,4.93528938293457
349,51.8033,3.22019958496094
350,51.8083,6.98603343963623
351,51.8125,5.38540363311768
352,51.8180,14.6508178710938
353,51.8219,7.67744207382202
354,51.8328,4.98555374145508
355,51.8386,8.21766471862793
356,51.8428,5.70084857940674
357,51.8576,2.61200141906738
358,51.8605,9.74102401733398
359,51.8644,3.24566578865051
360,51.8691,17.4889736175537
361,51.8715,6.04727935791016
362,51.8746,14.2389249801636
363,51.8778,4.44868612289429
364,51.8822,10.3293256759644
365,51.8844,7.99002695083618
366,51.8919,11.8280363082886
367,51.8964,5.09770536422729
368,51.8991,3.10856437683105
369,51.9062,8.38655185699463
370,51.9092,2.64444589614868
371,51.9150,12.0276746749878
372,51.9209,2.72766280174255
373,51.9238,8.67729949951172
374,51.9282,16.3195266723633
375,51.9326,7.20476150512695
376,51.9355,2.7762815952301
377,51.9389,6.97540044784546
378,51.9421,6.65058612823486
379,51.9459,12.1760969161987
380,51.9510,2.55729150772095
381,51.9565,8.13435935974121
382,51.9642,6.96467447280884
383,51.9747,4.83216857910156
384,51.9799,3.22242474555969
385,51.9881,19.8255729675293
386,51.9924,21.6425514221191
387,51.9966,3.36200976371765
388,51.9994,8.88772869110107
389,52.0026,6.16878938674927
390,52.0081,7.17476511001587
391,52.0108,5.32995986938477
392,52.0139,3.14883232116699
393,52.0198,2.97350740432739
394,52.0244,13.2619018554688
395,52.0302,6.4843111038208
396,52.0382,19.8979187011719
397,52.0418,2.83045268058777
398,52.0468,2.63395929336548
399,52.0563,4.12670373916626
400,52.0614,8.47733020782471
401,52.0712,14.5181064605713
402,52.0750,12.038480758667
403,52.0786,11.0958833694458
404,52.0843,11.8844013214111
405,52.0883,10.9214277267456
406,52.0923,4.42080020904541
407,52.0952,2.71704006195068
408,52.0986,3.214106798172
409,52.1025,5.8877649307251
410,52.1273,10.579065322876
411,52.1315,3.47873544692993
412,52.1406,10.3025894165039
413,52.1446,2.93007612228394
414,52.1501,3.77552080154419
415,52.1540,12.7887401580811
416,52.1626,19.615592956543
417,52.1671,4.10002660751343
418,52.1711,2.69422006607056
419,52.1749,4.03364849090576
420,52.1779,8.38610935211182
421,52.1840,15.0044040679932
422,52.1867,12.4365005493164
423,52.1915,3.14309215545654
424,52.1988,8.62165546417236
425,52.2052,7.19301748275757
426,52.2127,8.61930274963379
427,52.2211,5.79482460021973
428,52.2248,12.8176498413086
429,52.2281,7.20780038833618
430,52.2324,5.32412815093994
431,52.2373,11.8210639953613
432,52.2406,8.10736274719238
433,52.2475,11.3766574859619
434,52.2523,12.4278059005737
435,52.2577,18.7001438140869
436,52.2624,2.55017352104187
437,52.2674,22.2106475830078
438,52.2745,8.86429119110107
439,52.2793,26.1749114990234
440,52.2867,8.05181884765625
441,52.2901,9.78918266296387
442,52.2971,4.90799999237061
443,52.3037,6.25472593307495
444,52.3225,5.35663318634033
445,52.3249,6.83790826797485
446,52.3285,12.5574359893799
447,52.3322,3.15121984481812
448,52.3376,10.6448030471802
449,52.3406,5.77500009536743
450,52.3435,3.42305374145508
451,52.3527,2.68702459335327
452,52.3577,13.548357963562
453,52.3613,2.96301031112671
454,52.3683,6.04723262786865
455,52.3726,4.7730565071106
456,52.3765,3.23256945610046
457,52.3810,13.4643478393555
458,52.3864,4.95090770721436
459,52.3917,10.7696943283081
460,52.4009,13.8777923583984
461,52.4044,13.7128810882568
462,52.4096,8.31330299377441
463,52.4155,6.24800205230713
464,52.4204,13.957181930542
465,52.4263,2.99509572982788
466,52.4311,9.40783214569092
467,52.4369,4.5950083732605
468,52.4467,5.43447113037109
469,52.4532,8.31437206268311
470,52.4592,15.7905044555664
471,52.4620,8.24021339416504
472,52.4650,7.75182056427002
473,52.4740,3.42311429977417
474,52.4764,10.3611526489258
475,52.4857,10.160493850708
476,52.4891,15.9962158203125
477,52.4955,3.12510108947754
478,52.4986,3.38100957870483
479,52.5014,3.46406245231628
480,52.5052,6.6656289100647
481,52.5078,7.32621288299561
482,52.5138,5.34373044967651
483,52.5171,8.65726184844971
484,52.5256,23.6354999542236
485,52.5297,8.84193325042725
486,52.5330,11.5346441268921
487,52.5450,5.74847412109375
488,52.5509,6.5176215171814
489,52.5628,8.69374847412109
490,52.5662,5.42624998092651
491,52.5754,9.82875633239746
492,52.5814,7.73412322998047
493,52.5855,5.58700799942017
494,52.5891,12.0635986328125
495,52.5942,5.1087851524353
496,52.5979,6.30186939239502
497,52.6007,11.1423292160034
498,52.6068,22.1147956848145
499,52.6094,3.22254252433777
500,52.6185,7.33345031738281
501,52.6210,4.80010414123535
502,52.6265,3.72710299491882
503,52.6318,6.1628737449646
504,52.6402,3.80569767951965
505,52.6466,8.23698234558105
506,52.6512,11.1879863739014
507,52.6566,8.44008445739746
508,52.6673,5.87288570404053
509,52.6814,15.9501094818115
510,52.6895,16.4968910217285
511,52.6976,4.8176121711731
512,52.7028,6.45361852645874
513,52.7070,13.9919023513794
514,52.7200,9.26135063171387
515,52.7255,3.43982553482056
516,52.7316,8.58082008361816
517,52.7346,3.07597947120667
518,52.7374,5.32400560379028
519,52.7413,5.22359466552734
520,52.7471,3.98906254768372
521,52.7550,2.84889483451843
522,52.7614,7.80549001693726
523,52.7649,3.63244485855103
524,52.7677,9.68500518798828
525,52.7734,17.9096946716309
526,52.7774,5.93240642547607
527,52.7830,5.99136018753052
528,52.7899,4.24516010284424
529,52.7954,4.15301609039307
530,52.8026,9.07256317138672
531,52.8051,5.65431022644043
532,52.8090,8.97909069061279
533,52.8190,5.77905035018921
534,52.8236,8.57852458953857
535,52.8307,13.4812345504761
536,52.8353,4.97552061080933
537,52.8402,13.4766416549683
538,52.8463,4.78785610198975
539,52.8494,5.10209941864014
540,52.8571,8.05667114257813
541,52.8630,7.60500574111938
542,52.8692,9.22061729431152
543,52.8726,6.21750354766846
544,52.8809,5.69362878799438
545,52.8870,14.0308475494385
546,52.8900,3.52207446098328
547,52.8934,5.01756238937378
548,52.8968,2.75866723060608
549,52.9003,7.57905435562134
550,52.9076,7.83542633056641
551,52.9121,8.0466136932373
552,52.9239,12.9532012939453
553,52.9284,4.32598114013672
554,52.9374,8.2351655960083
555,52.9447,2.73926639556885
556,52.9482,7.23617792129517
557,52.9543,10.999119758606
558,52.9622,8.45508003234863
559,52.9731,3.37550044059753
560,52.9782,2.76785707473755
561,52.9814,9.1675853729248
562,52.9845,3.40553283691406
563,52.9915,4.19987106323242
564,52.9952,5.60102128982544
565,52.9979,17.9314785003662
566,53.0040,3.81844520568848
567,53.0076,7.31989002227783
568,53.0107,3.19473385810852
569,53.0164,9.94157886505127
570,53.0246,39.6419296264648
571,53.0294,10.9076290130615
572,53.0371,5.54260349273682
573,53.0408,19.1487579345703
574,53.0443,2.60973024368286
575,53.0549,10.9026355743408
576,53.0607,13.0972518920898
577,53.0685,11.3318672180176
578,53.0748,13.4866914749146
579,53.0785,7.85976552963257
580,53.0821,11.7615661621094
581,53.0861,2.64214015007019
582,53.0902,12.7401504516602
583,53.0993,15.0795011520386
584,53.1142,5.43090534210205
585,53.1181,2.91477274894714
586,53.1268,11.3994913101196
587,53.1323,14.3382844924927
588,53.1383,21.3317756652832
589,53.1433,10.1383790969849
590,53.1484,18.5613765716553
591,53.1809,15.0120649337769
592,53.1864,2.71267366409302
593,53.1905,8.01568508148193
594,53.2041,19.0212535858154
595,53.2100,3.46266674995422
596,53.2148,3.85100293159485
597,53.2184,28.0190830230713
598,53.2226,4.89215707778931
599,53.2268,9.501784324646
600,53.2310,16.8765735626221
601,53.2414,22.4375534057617
