SPECTRUM - MS,
642.RAW,
FTMS + p ESI Full ms [50.00-1000.00],
Scan #: 1-40,
RT: 0.01-1.97,
AV: 40,
m/z,Intensity

50.0025,93.9
50.0028,65
50.0252,703
50.0381,44.6
50.0467,43.4
50.0689,261.3
50.0712,562.6
50.0823,220.9
50.0847,58.5
50.0898,754.7
50.0933,281.5
50.1261,878.2
50.1309,55.9
50.1346,524.9
50.1448,16.2
50.1637,17.3
50.1706,16.6
50.1958,136.6
50.2023,71.6
50.223,256.6
50.226,48.3
50.2266,657.3
50.2329,338
50.2364,272.6
50.2484,355.2
50.2501,604.4
50.257,42.9
50.2663,519.6
50.2743,113.8
50.2804,53.7
50.2821,55.8
50.3196,87.7
50.3222,225.6
50.3299,49.7
50.3466,64.6
50.3538,431.1
50.3582,122.7
50.3735,16.2
50.3747,685.4
50.3775,15.9
50.4214,778.3
50.4311,93.9
50.4324,428.3
50.4645,107.8
50.4665,96.9
50.468,15.8
50.4933,91.7
50.4982,447.9
50.514,719.2
50.5213,106.2
50.5386,98.7
50.5771,60
50.6121,70.7
50.6165,60.5
50.6234,103.6
50.6247,63.3
50.6364,46.3
50.6491,540.5
50.6607,139
50.6625,289.4
50.6718,54.5
50.6765,194.3
50.6803,118.9
50.6812,63.6
50.6984,339.7
50.7018,107.5
50.7037,116.6
50.7066,330.2
50.7098,264.5
50.7114,329.1
50.7144,72.1
50.7194,90.7
50.7215,101.1
50.7675,286.9
50.7896,814.6
50.7916,111.6
50.7934,140
50.7977,79.5
50.8011,51.3
50.8044,74.4
50.8138,52.2
50.8164,238.2
50.8363,369.3
50.8411,63
50.8759,65.3
50.878,59.5
50.9037,333
50.9083,237.3
50.9177,470.6
50.9453,89.3
50.965,157.5
50.9656,691.9
50.9805,873.4
50.9891,240.5
50.9922,199.6
51.0024,249.4
51.0165,16.5
51.0196,368.2
51.0251,51.9
51.0307,176
51.0487,245
51.0524,222.1
51.0766,91.9
51.0848,120.2
51.0872,95.7
51.1007,252.1
51.1171,154.6
51.126,105.6
51.1369,17.7
51.141,55.9
51.1973,18.4
51.2098,319.9
51.2161,79.3
51.2256,109.9
51.2356,85.5
51.2373,105
51.2412,496.5
51.2531,73.1
51.261,92.8
51.2647,59.4
51.2863,323.7
51.2923,129.4
51.2935,76.9
51.2943,45.5
51.3219,632.8
51.3312,60.2
51.3338,102.6
51.3385,46.1
51.3593,596.7
51.3692,17.3
51.4154,54.4
51.4272,14.9
51.431,128.9
51.437,340.9
51.4466,261
51.4667,379.8
51.4742,91.6
51.4889,585.1
51.4918,61.9
51.4967,73.9
51.4989,294
51.5089,104.9
51.5105,490.4
51.5194,139.1
51.532,266
51.5323,66.3
51.5598,17
51.5717,785.7
51.584,60.2
51.5984,581.5
51.6204,167.3
51.6213,324.6
51.657,302.5
51.6593,260
51.6705,84.6
51.683,66
51.6912,197.6
51.6981,18.3
51.7043,42.3
51.7115,380.7
51.7137,64.4
51.7189,508.5
51.7237,61.5
51.7339,59.3
51.7589,100.8
51.7661,310.8
51.7724,192.7
51.79,43.9
51.7968,107.9
51.8081,200
51.8326,15.6
51.8374,138
51.8458,660.1
51.8627,315.9
51.8694,88
51.8959,716.9
51.8975,256
51.8991,94.7
51.9112,64.7
51.9138,65.9
51.96,16
51.9693,15.9
51.9759,330.9
51.9775,563.4
51.9845,103.7
51.9894,109.9
52.0001,144.2
52.0032,542.5
52.0056,51.1
52.0212,16.3
52.0248,116.3
52.0262,283.7
52.0309,100.1
52.0331,82.7
52.0556,213.4
52.0687,345.9
52.0899,88.8
52.0959,702.6
52.1409,504.1
52.1432,52
52.1543,205.3
52.1841,92
52.1941,168
52.2044,61.9
52.209,758.8
52.2263,16.3
52.2278,49.9
52.2298,164.5
52.2412,71.2
52.2489,95.6
52.252,105.1
52.2536,103.3
52.2585,270.7
52.2747,630.6
52.2955,326.8
52.2996,16.2
52.3004,158
52.3048,471.9
52.3276,85.6
52.3349,46.5
52.3368,641.6
52.3393,232.9
52.34,63.1
52.343,101.2
52.3478,91.7
52.3567,797.5
52.358,286.6
52.3593,207.1
52.3671,42.7
52.3789,161.4
52.3992,393.6
52.4133,96.6
52.4223,40.7
52.4309,477.3
52.4317,376.4
52.4375,189.7
52.4431,172
52.4463,545.6
52.4541,87.8
52.4606,20.6
52.4654,56
52.4666,61
52.47,88.3
52.4775,107.9
52.4846,18.1
52.4896,696.2
52.5225,45.8
52.539,48.4
52.5391,48.4
52.5481,162.1
52.5484,268.5
52.5559,57.7
52.5695,97.1
52.5816,78.3
52.593,221.6
52.6045,78.4
52.6122,45.8
52.6164,59
52.6222,449.9
52.6232,90.2
52.6508,332
52.6622,223.6
52.6692,655.6
52.6833,63.5
52.7039,73
52.7107,18.4
52.7241,87.2
52.7275,359.5
52.7279,181.7
52.734,132.5
52.7389,61.9
52.739,65
52.7392,38.4
52.7428,253.8
52.7549,523
52.7559,83.2
52.7715,48.3
52.7743,74.4
52.7748,93.9
