SPECTRUM - MS,
lav_984.RAW,
FTMS + p ESI Full ms [50.00-1000.00],
Scan #: 1-36,
RT: 0.01-1.98,
AV: 36,
m/z,Intensity

50.0142,23.8
50.0368,16.6
50.0386,19.9
50.0672,19.2
50.0702,19.3
50.0709,17.3
50.0764,19.5
50.0812,17.6
50.0878,19.2
50.0943,18.1
50.1137,23.3
50.1204,20.9
50.1231,18.7
50.1256,18.2
50.13,19.6
50.1455,22.9
50.1511,21.1
50.1731,17.6
50.1739,19.8
50.201,19.6
50.232,22.2
50.253,16.8
50.2547,20.2
50.2611,20.2
50.312,17.8
50.3133,20.4
50.3404,20.6
50.3413,19.7
50.3427,17.8
50.3496,21.3
50.3792,17.7
50.3828,19.9
50.3954,16.3
50.4017,22.8
50.4029,23.8
50.4092,18.1
50.4103,17.9
50.4284,18.6
50.4574,20.8
50.4584,19.7
50.4606,20.3
50.4868,20.9
50.4873,20.5
50.4885,20.6
50.4904,23.7
50.4924,21.2
50.5173,19.8
50.518,19.1
50.5375,20.4
50.5388,18.2
50.5477,20.2
50.5621,18.7
50.5624,18.9
50.6137,29.5
50.614,42.8
50.6177,17.6
50.6219,19.4
50.6269,17.1
50.6421,18.8
50.6482,16.7
50.656,19.1
50.6637,21.6
50.6703,17.2
50.6741,20.2
50.6999,18.2
50.7082,20
50.7169,17.4
50.7379,19.5
50.7436,18.5
50.7671,22.7
50.7828,21.8
50.7978,15.8
50.8232,23.2
50.8286,18.6
50.8376,19
50.8388,20.7
50.8461,19.2
50.8476,18
50.8588,19.4
50.8623,17.5
50.8647,22.9
50.8929,22.4
50.8957,17.7
50.9,17.8
50.905,19.8
50.9319,17.9
50.9341,22.1
50.9387,18
50.9529,21.7
50.9562,19
50.9575,18.5
50.9586,19.9
50.981,18.2
51.0206,19.1
51.0221,23.4
51.0407,20.2
51.0819,29.3
51.0909,16
51.1197,19
51.1802,17.9
51.1887,21
51.2133,20.1
51.2181,18.1
51.219,21.4
51.2198,19.5
51.2323,18.5
51.2358,18.8
51.2388,19.2
51.2512,17.3
51.2638,17.3
51.2642,18.1
51.2687,20.3
51.2788,20.6
51.2898,17.7
51.2962,18.1
51.3158,16.8
51.3231,18.8
51.3237,17.2
51.3736,19.3
51.3811,17.4
51.3879,18.8
51.399,20.1
51.403,23.4
51.404,18.4
51.4242,21.7
51.4506,16.8
51.4531,17.2
51.4589,20.2
51.4821,16.6
51.4893,22.2
51.4923,19.4
51.4935,19.2
51.5088,17.7
51.5153,21.6
51.5217,21.1
51.5467,20
51.555,18.9
51.5655,17.1
51.566,18.3
51.5735,20.8
51.5896,17.7
51.6023,18.6
51.6122,16.2
51.6441,31.3
51.6463,18.6
51.6662,15.6
51.6691,18.1
51.6876,21.9
51.6999,20.2
51.7028,16.9
51.7138,19.2
51.7323,21.2
51.7496,25.4
51.7559,22.6
51.7851,22.9
51.7924,19.1
51.7985,18.7
51.8159,21.8
51.818,17.5
51.8245,16.9
51.8285,21.6
51.8612,18.5
51.8778,19
51.8795,21.4
51.9001,18
51.9583,19.9
51.9696,33
51.9828,24.1
52.0243,19.3
52.0266,22.1
52.0372,20.4
52.0695,17.7
52.0715,18
52.109,18.1
52.1335,26.1
52.1921,17.7
52.1946,17.9
52.2011,18
52.2053,18.2
52.2055,20.2
52.2056,19.3
52.2106,34.3
52.2235,20.5
52.23,17.6
52.235,19.6
52.244,18.8
52.2519,19.3
52.2562,18
52.2631,18.4
52.2827,18.6
52.2859,20.9
52.2995,21.9
52.3034,17.4
52.3328,30.6
52.3391,19.5
52.388,15.8
52.389,19.9
52.4068,17.2
52.4099,21.4
52.4234,18.4
52.443,17.6
52.451,16.5
52.4598,18.9
52.4633,24.9
52.4843,18.8
52.4938,21.4
52.5261,16.7
52.5321,18.4
52.5407,16.9
52.5738,19.2
52.5842,19.4
52.5929,20.9
52.6088,18.9
52.6169,19.6
52.6202,23.6
52.6207,19.7
52.6213,20.1
52.6215,20.9
52.6303,19.6
52.6331,24.8
52.6455,16
52.6526,35.5
52.6881,19.9
52.7368,20.2
52.7376,20.1
52.7609,16
52.7806,18.6
52.7881,65.8
52.7884,45.8
52.7889,23.2
52.7894,29
52.79,75.1
52.7904,113.7
52.7909,80
52.7919,154.8
52.793,45.7
52.7934,41.2
52.7973,20.4
52.83,20.3
52.841,22.9
52.8429,19.2
52.8469,41.5
52.8667,19.9
52.9099,19.6
52.9123,20.8
52.9191,18.4
52.9384,18.3
52.9543,20.4
52.9553,19.3
52.9745,20.3
52.9965,16.6
52.9992,18.3
53.0018,19
53.0116,21.3
53.0294,17.6
53.0459,18.3
53.0566,18.1
53.0692,19.6
53.0734,21.2
53.0762,18.3
53.1113,19.2
53.1172,17.3
53.1173,18.6
53.144,19.1
53.151,18.3
53.1779,18.3
53.1879,20.7
53.2015,22.1
53.2081,17.5
53.2165,23.3
53.2369,18.9
53.2536,21.6
53.2598,22.1
53.2629,19.2
53.2669,16.9
53.2881,19.3
53.3224,21.5
53.3501,19.5
53.3568,20.2
53.3667,18.8
53.367,18.9
53.3724,20
53.3761,19.7
53.3784,16.9
53.3834,17.6
53.3894,18.4
53.4031,20.1
53.408,20.8
53.4113,19.6
53.4139,18.4
53.4173,22.3
53.4198,19.4
53.4222,19.6
53.4382,19.1
53.4468,18.5
53.4624,19
53.4672,16.8
53.4848,18
53.4893,19.9
53.5117,29.3
53.5325,19.2
53.5458,19.5
53.5521,25.5
53.5598,17.8
53.5649,18.4
53.577,18.4
53.5887,21
53.5953,18.8
53.5995,18.8
53.6085,20
53.6269,18.1
53.6546,18.8
53.6554,21
53.66,22
53.6621,20.4
53.6655,18.4
53.6701,19.9
53.68,23.2
53.6867,17.1
53.7221,17.2
53.7225,17.7
53.7297,19
53.7313,40.1
53.7737,20.1
53.7751,18.5
53.8198,20.4
53.8234,20.1
53.8456,21
53.8514,17.9
53.8798,21.2
53.8813,18.7
53.8873,19
53.9352,19
53.9809,20.5
53.9841,21.5
53.9876,18.5
53.9977,35.8
54.0003,16.3
54.0101,20.4
54.0106,16.3
54.0257,18.3
54.0324,18.9
54.0383,19.8
54.0408,20.7
54.0545,16.9
54.0595,16.8
54.0628,19.7
54.0708,19
54.0883,38.3
54.0995,19.1
54.1111,18.3
54.1163,19.8
54.1339,18.1
