SPECTRUM - MS,
lav_521.RAW,
FTMS + p ESI Full ms [50.00-1000.00],
Scan #: 1-36,
RT: 0.01-1.97,
AV: 36,
m/z,Intensity

50.0141,22.8
50.0292,18
50.0305,20.3
50.0376,19.4
50.0576,18.8
50.0589,22
50.0711,17.6
50.0837,17.8
50.0865,17.7
50.0967,16.8
50.0988,20
50.1055,18.2
50.1167,19.6
50.1373,24.9
50.1391,18.4
50.1437,18.6
50.1494,18.1
50.1531,22.4
50.1567,20.4
50.1586,17.7
50.1862,16.7
50.193,17.3
50.2025,25
50.228,18.6
50.2365,19
50.2555,17.8
50.2562,21.2
50.2591,21.3
50.2622,21.7
50.2681,23.1
50.2755,18.4
50.278,19.2
50.2908,21.9
50.3091,18
50.3197,19.5
50.3341,19.5
50.3442,29.7
50.3516,38.8
50.3534,19.8
50.3544,18.3
50.3713,18.1
50.3806,18
50.3986,21.8
50.4359,23.8
50.4426,18.2
50.4461,19.3
50.4491,22.4
50.4813,22.8
50.4956,18.4
50.5149,21.7
50.5331,19
50.5351,18.8
50.5359,18
50.5415,22
50.5628,19
50.6053,17.9
50.6091,20.6
50.6288,20.6
50.6535,21.1
50.6684,21.9
50.6689,18.1
50.685,19.4
50.6875,17.6
50.6979,22.6
50.7034,24
50.7074,18.9
50.712,20.4
50.7199,18.9
50.7594,20.2
50.7728,20.4
50.7946,19.2
50.7983,19.4
50.8126,19.1
50.825,22.9
50.8262,22.8
50.8533,20.8
50.8704,23.6
50.8784,19.7
50.8795,19.2
50.8917,18.5
50.895,20.2
50.9175,19
50.9241,19.5
50.9413,17.2
50.9448,18.1
50.9602,21.8
50.9648,17.5
50.9782,20.3
50.9941,38.3
51.0428,20.2
51.0657,21.9
51.0664,20
51.0703,21.3
51.0817,19
51.09,20.9
51.1058,18.3
51.1143,24.3
51.1239,20.2
51.1391,19.7
51.1723,22.1
51.2106,19.1
51.2279,19
51.2353,16.5
51.2514,16.9
51.2516,16.6
51.2533,18.1
51.2537,19
51.2542,18
51.2607,18.4
51.2732,18.8
51.2747,21.1
51.2904,16.7
51.293,17.1
51.3031,29.9
51.3121,19.9
51.3324,19.8
51.3346,19.5
51.3369,19.6
51.3426,17.6
51.3452,19.7
51.3573,20.6
51.3608,18.7
51.3676,18.8
51.3681,19
51.3808,17.9
51.3825,31.8
51.3985,18.5
51.4074,18.4
51.4124,18
51.4273,17
51.438,17.4
51.4395,25.1
51.4544,18.5
51.4618,19
51.4688,20.6
51.486,19.1
51.4936,20.7
51.4964,17.8
51.504,20.6
51.5122,17.7
51.5363,18.2
51.5463,20
51.5526,18.4
51.5569,20.6
51.5612,17.5
51.5639,21
51.5671,32.6
51.5679,18.9
51.5806,20.2
51.5919,17.2
51.5968,19.5
51.6155,16.8
51.6307,21.8
51.6561,20.7
51.6606,18.5
51.6764,33.7
51.6782,23.5
51.681,18.2
51.7105,19.7
51.7462,19.9
51.7564,46.8
51.7591,16.2
51.7715,19.7
51.7735,34
51.7854,18.4
51.7902,22.2
51.7927,17.5
51.8025,17.4
51.8151,20.2
51.8222,17.6
51.8253,27.9
51.836,18.5
51.8499,21.9
51.8553,17.4
51.8577,19.6
51.8634,21
51.8679,20
51.8706,22
51.8758,23.7
51.8821,18.6
51.9074,21.5
51.915,18.8
51.9246,25.1
51.9347,21.5
51.9492,19.3
51.9725,22.9
51.9736,19.2
51.9942,24.7
51.9977,19.1
52.0031,19.2
52.0037,20.8
52.0088,17.9
52.0173,17.9
52.0195,19.5
52.0228,20.4
52.0277,21.6
52.0538,16.8
52.0639,19.2
52.0705,17.7
52.0832,17.2
52.0972,19.1
52.1086,15.4
52.1181,18
52.1293,20.4
52.1308,18.1
52.1552,18
52.1663,20.8
52.1704,18.8
52.2099,21.2
52.2116,16.9
52.2644,17.6
52.2825,18.5
52.2846,20.5
52.2998,23.8
52.3128,19.1
52.3151,17.9
52.324,17.5
52.3437,18.9
52.3467,21.4
52.4085,18.5
52.4166,20
52.4295,22.7
52.4372,20.5
52.4425,18.8
52.4823,23.8
52.4843,22.2
52.4847,17.6
52.4925,17.5
52.5148,19.2
52.5386,26.1
52.5404,20.1
52.5448,22.3
52.5483,19.8
52.5575,18.4
52.5589,19.2
52.5845,22.4
52.5937,18.9
52.5992,17.6
52.601,20.8
52.6072,21.1
52.6227,18.5
52.6251,17.9
52.6265,17.9
52.6406,21.6
52.6426,16.7
52.6471,19.3
52.6502,17.3
52.6667,20.3
52.6679,18.5
52.6722,20.2
52.6883,16.6
52.692,21.1
52.6947,18.9
52.6987,17.4
52.7047,18
52.7071,17.4
52.7421,20.8
52.775,17.8
52.7788,20.8
52.7816,20.6
52.787,18.4
52.7906,18
52.8006,67.4
52.8021,154.7
52.8024,184.4
52.8027,142.7
52.8033,66.6
52.8036,169.3
52.8042,117.8
52.8046,63.3
52.8067,16.5
52.8078,16.5
52.8093,21.4
52.8185,17.8
52.8196,19.8
52.8242,17.9
52.8383,17.1
52.8466,21.7
52.8534,19.6
52.8826,19
52.888,33.5
52.9028,20.7
52.9205,17.3
52.9304,18.8
52.9381,18
52.9514,17.8
52.9628,18.2
52.9763,16.9
52.9795,18.8
52.9854,18.8
52.9916,32
52.9952,18.6
52.9966,19
53.0025,20.3
53.0145,18
53.0326,20.5
53.0584,20.7
53.0587,19.6
53.0934,23.3
53.1053,17.5
53.1205,18.6
53.1234,19.4
53.1462,17.9
53.1701,17.9
53.1705,17
53.1808,15.9
53.184,19.3
53.1935,37.6
53.2053,25
53.2093,16.7
53.2299,19.1
53.2382,18.9
53.2391,18.1
53.2725,16.9
53.2858,34.5
53.2872,19.4
53.305,19.3
53.3082,20.2
53.3348,26.1
53.3429,29.3
53.3456,20.4
53.3496,18.5
53.3723,18.8
53.3849,24
53.3884,19.3
53.4023,18.4
53.414,24.8
53.4201,16.1
53.423,22.7
53.4236,17.9
53.4314,19.5
53.4593,17.1
53.4655,17.6
53.4869,22.4
53.4987,16.5
53.5174,19.1
53.519,20.5
53.5403,19.1
53.5456,20.1
53.5502,19.2
53.5615,37.5
53.5696,17.9
53.5769,17.9
53.5779,20.9
53.5898,17.3
53.6039,18.7
53.6096,20.6
53.6153,17.8
53.6183,17
53.6372,17.9
53.6395,18.4
53.6522,19.7
53.6886,19.7
53.7163,20.7
53.7349,20.3
53.736,19.7
53.7389,21.4
53.7395,19
53.7443,18.3
53.7773,16.9
53.7912,18.3
53.793,32.1
53.8033,35.8
53.8034,41.3
53.8119,17.6
53.8164,17.6
53.818,19.7
53.8347,18.1
53.8411,17.8
53.8522,23.1
53.8668,23.5
53.9418,17.8
53.9559,18.9
53.9624,16.8
53.9663,16.3
53.9673,18
53.9739,19.4
53.9946,16.9
54.0022,24.6
54.0168,19.6
54.0302,23.6
54.05,21
54.0687,21
54.0713,18.5
54.0896,24.5
54.1229,25
54.1275,17.3
54.1365,17.2
54.1394,30.8
54.1486,18.5
54.1627,18.1
54.1753,18
54.1768,19.1
54.1802,18
54.2042,18.2
54.2349,18.1
54.2356,16.4
54.2408,20.1
54.246,17.6
54.2772,19.3
54.2963,18.4
54.331,19.7
54.3318,18.8
54.3385,19.6
54.3418,17.7
54.3443,20.8
54.3518,18.6
54.3548,18.8
54.3781,18.8
54.3786,22.8
54.3795,20.2
54.401,17
54.4065,22.8
54.4148,21.3
54.4167,19.9
54.424,17.3
54.4396,20
54.4524,19.8
54.4531,15.6
54.4643,19.8
54.4714,24.7
54.4889,23.4
54.5033,17.1
54.5147,20.7
54.5243,19.5
54.5339,35.4
54.5476,23.8
54.5589,18.6
54.561,17.7
54.5895,26.7
54.6016,19.9
54.6067,19.3
54.6123,18.7
54.6295,18.7
54.6312,21.1
54.6328,17.1
54.6442,19.4
54.6637,33
54.6661,20.9
54.676,18.2
54.7219,20.8
54.727,19
54.7347,20.8
54.7402,18.5
54.754,18.5
54.7581,29.1
54.7627,19.1
54.768,17.3
54.7809,21.3
54.7968,16.9
54.8345,21.5
54.8751,17.5
54.9026,20.3
54.9143,18.9
54.934,17.7
54.9793,18.1
54.9917,20.1
55.0027,18.9
55.0078,18.5
55.0087,21.4
55.0125,35.8
55.0176,18.5
55.0258,29.3
55.0398,25.4
55.0512,18.9
55.0698,21
55.1143,18.3
