SPECTRUM - MS,
299.RAW,
FTMS + p ESI Full ms [50.00-1000.00],
Scan #: 1-40,
RT: 0.01-1.97,
AV: 40,
m/z,Intensity

50.0125,84.8
50.0159,109.5
50.0242,158.7
50.0263,613
50.0294,144.9
50.0353,100.9
50.0359,117.1
50.0455,179.5
50.0458,288.3
50.0778,58.3
50.078,61.3
50.0822,260.6
50.0826,284
50.0953,81.9
50.1011,176.5
50.1075,193.9
50.1084,434.4
50.12,561.3
50.1313,103.4
50.1326,231.5
50.1379,240
50.141,313.4
50.1457,469.1
50.1764,611.2
50.1889,281.6
50.2247,283.1
50.2296,326.6
50.2342,317.8
50.2549,287.9
50.2655,16.1
50.2906,19.1
50.2966,86.5
50.3285,113.4
50.3296,20.4
50.3323,84.2
50.3416,110.5
50.3428,113.6
50.345,84.2
50.3463,181.7
50.3802,22.5
50.3861,156.4
50.3889,72.8
50.4056,381.8
50.4141,112.8
50.424,328.6
50.4274,143.9
50.4376,16
50.4381,19.4
50.4817,206.8
50.4911,267.5
50.5041,372
50.518,755.1
50.54,288.2
50.5431,336.2
50.5487,183.9
50.5744,76.8
50.578,33
50.5882,174.1
50.6437,415.7
50.6609,16.3
50.6691,16.6
50.6872,161.6
50.6905,538
50.7006,203
50.7074,15.7
50.7132,153.1
50.7152,286.2
50.7309,658
50.7338,365
50.7515,14.4
50.7568,748.8
50.7593,82.2
50.7696,99.4
50.774,86.2
50.7772,692.4
50.7798,166.5
50.7839,100.8
50.788,478.9
50.7891,168.1
50.8018,21.5
50.8071,17.7
50.8096,266.8
50.8368,15.7
50.8425,381.2
50.8495,172.4
50.8509,146.1
50.8563,158.3
50.8715,20.1
50.8778,17.2
50.8911,473.7
50.9285,390.2
50.9375,87.6
50.9429,31.3
50.9496,15.7
50.9539,306.3
50.9559,245.4
50.9586,294.7
50.9591,88.3
50.9767,128.4
50.991,160.1
50.992,19.6
51.0087,230.2
51.025,177.6
51.037,232.5
51.0521,22.1
51.0551,18.7
51.0716,598.9
